ID,Data,Ramo,Edição,Tema,Tese,Precedentes,Referências,Site 1,Site 2,Site 3,Site 4,Site 5,Site 6,Site 7,Site 8,Site 9,Site 10,Site 11,Site 12,Site 13,Site 14,Site 15,Site 16,Site 17,Site 18,Site 19,Site 20,Site 21,Site 22
2) AgInt no REsp 1369762/RS, Rel. Ministro JOÃO OTÁVIO DE NORONHA, TERCEIRA TURMA, DJE 01/07/2016;
3) AgRg no AREsp 533200/RS, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 13/02/2015;
4) AgRg nos EDcl no REsp 1346361/PR, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, DJE 24/11/2014;
5) AgRg no AREsp 307887/SC, Rel. Ministro SIDNEI BENETI, TERCEIRA TURMA, DJE 04/02/2014;
6) REsp 1070297/PR, Rel. Ministro LUIS FELIPE SALOMÃO, SEGUNDA SEÇÃO, DJE 18/09/2009;","Vide Informativo de Jurisprudência N. 554, Vide Repetitivos Organizados por Assunto","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""015139""","https://scon.stj.jus.br/SCON/recrep/toc.jsp?livre=@docn=""000001819""#TEMA1",,,,,,,,,,,,,,,,,,,,
905,09/08/2017,DIREITO CIVIL,Edição n. 86,SISTEMA FINANCEIRO DA HABITAÇÃO - I,"O art. 6º, e, da Lei n. 4.380/1964 não estabelece limitação aos juros remuneratórios nos contratos vinculados ao SFH. (Súmula n. 422/STJ) (Tese julgada sob o rito do art. 543-C do CPC/73 ? TEMA 49)","1) AgRg no AREsp 255002/RS, Rel. Ministro MARCO BUZZI, QUARTA TURMA, DJE 03/05/2017;
2) AgRg no AgRg no AREsp 598690/SP, Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, DJE 27/08/2015;
3) AgRg no REsp 1365864/RS, Rel. Ministro SIDNEI BENETI, TERCEIRA TURMA, DJE 14/11/2013;
4) AgRg nos EDcl no REsp 1045757/MT, Rel. Ministro RICARDO VILLAS BÔAS CUEVA, TERCEIRA TURMA, DJE 12/09/2013;
5) AgRg no REsp 877803/RS, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 23/05/2013;
6) REsp 1070297/PR, Rel. Ministro LUIS FELIPE SALOMÃO, SEGUNDA SEÇÃO, DJE 18/09/2009;","Vide Informativo de Jurisprudência N. 406, Vide Súmula Anotada N. 422/STJ, Vide Repetitivos Organizados por Assunto","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""010248""","https://scon.stj.jus.br/SCON/sumstj/toc.jsp?livre=sumula.tipo.+e+""422"".num.","https://scon.stj.jus.br/SCON/recrep/toc.jsp?livre=@docn=""000001819""#TEMA1",,,,,,,,,,,,,,,,,,,
906,09/08/2017,DIREITO CIVIL,Edição n. 86,SISTEMA FINANCEIRO DA HABITAÇÃO - I,"É admitida a cobrança do Coeficiente de Equiparação Salarial ? CES, em contratos vinculados ao SFH, quando existir expressa previsão contratual.","1) AgInt no REsp 1454817/RS, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 09/12/2016;
2) AgInt no AREsp 923438/RS, Rel. Ministro MARCO AURÉLIO BELLIZZE, TERCEIRA TURMA, DJE 28/11/2016;
3) AgRg no AREsp 573065/RS, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 21/10/2015;
4) AgRg no REsp 1406298/RS, Rel. Ministro PAULO DE TARSO SANSEVERINO, TERCEIRA TURMA, DJE 13/08/2015;
5) AgRg no REsp 1095787/SC, Rel. Ministro MARCO BUZZI, QUARTA TURMA, DJE 14/04/2015;
6) AgRg no REsp 1471367/PR, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJE 20/03/2015;",,,,,,,,,,,,,,,,,,,,,,,
907,31/10/2017,DIREITO CIVIL,Edição n. 86,SISTEMA FINANCEIRO DA HABITAÇÃO - I,"A exigência de acordo entre o credor e o devedor na escolha do agente fiduciário aplica-se, exclusivamente, aos contratos não vinculados ao Sistema Financeiro da Habitação - SFH. (Súmula n. 586/STJ) (Tese julgada sob o rito do art. 543-C do CPC/73 ? TEMA 352)","1) AgRg no AREsp 533790/PR, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 05/03/2015;
2) AgRg no Ag 1098876/PR, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 24/08/2011;
3) REsp 1160435/PE, Rel. Ministro BENEDITO GONÇALVES, CORTE ESPECIAL, DJE 28/04/2011;
4) REsp 842452/MT, Rel. Ministra ELIANA CALMON, SEGUNDA TURMA, DJE 29/10/2008;",Vide Informativo de Jurisprudência N. 468,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AIRESP'.clas.+e+@num='1454817')+ou+('AgInt no REsp'+adj+'1454817').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AINTARESP'.clas.+e+@num='923438')+ou+('AgInt no AREsp'+adj+'923438').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AGARESP'.clas.+e+@num='573065')+ou+('AgRg no AREsp'+adj+'573065').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AGRESP'.clas.+e+@num='1406298')+ou+('AgRg no REsp'+adj+'1406298').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AGRESP'.clas.+e+@num='1095787')+ou+('AgRg no REsp'+adj+'1095787').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AGRESP'.clas.+e+@num='1471367')+ou+('AgRg no REsp'+adj+'1471367').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AGARESP'.clas.+e+@num='533790')+ou+('AgRg no AREsp'+adj+'533790').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('AGA'.clas.+e+@num='1098876')+ou+('AgRg no Ag'+adj+'1098876').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('RESP'.clas.+e+@num='1160435')+ou+('REsp'+adj+'1160435').suce.)&O=JT,https://scon.stj.jus.br/SCON/pesquisar.jsp?i=1&b=ACOR&livre=(('RESP'.clas.+e+@num='842452')+ou+('REsp'+adj+'842452').suce.)&O=JT,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""012392""","https://scon.stj.jus.br/SCON/sumstj/toc.jsp?livre=sumula.tipo.+e+""586"".num.",,,,,,,,,,
908,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"Nos contratos de seguro habitacional obrigatório sob a égide das regras do Sistema Financeiro da Habitação - SFH, as seguradoras têm legitimidade para figurar no polo passivo de ação judicial que verse sobre os riscos abarcados pela apólice.","1) AgInt no AREsp 975910/PR, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 03/05/2017;
2) EDcl no AgRg no AREsp 416800/PE, Rel. Ministro MOURA RIBEIRO, TERCEIRA TURMA, DJE 19/11/2015;
3) EDcl no Ag 1257772/SP, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 01/10/2015;
4) AgRg no REsp 1133869/PB, Rel. Ministro JOÃO OTÁVIO DE NORONHA, TERCEIRA TURMA, DJE 28/09/2015;
5) AgRg no REsp 1365685/SP, Rel. Ministro PAULO DE TARSO SANSEVERINO, TERCEIRA TURMA, DJE 13/06/2014;
6) AgRg no AREsp 415037/SC, Rel. Ministro SIDNEI BENETI, TERCEIRA TURMA, DJE 09/12/2013;",,,,,,,,,,,,,,,,,,,,,,,
909,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"Nas ações referentes ao Sistema Financeiro da Habitação, a Caixa Econômica Federal tem legitimidade como sucessora do Banco Nacional da Habitação. (Súmula n. 327/STJ)","1) EDcl no AgRg no REsp 1352198/AL, Rel. Ministro MARCO BUZZI, QUARTA TURMA, DJE 20/06/2013;
2) REsp 1160435/PE, Rel. Ministro BENEDITO GONÇALVES, CORTE ESPECIAL, DJE 28/04/2011;
3) AgRg no Ag 1210501/AM, Rel. Ministro TEORI ALBINO ZAVASCKI, PRIMEIRA TURMA, DJE 16/08/2010;
4) REsp 1171345/MG, Rel. Ministro CASTRO MEIRA, SEGUNDA TURMA, DJE 21/05/2010;
5) AgRg no Ag 1241724/SP, Rel. Ministro HAMILTON CARVALHIDO, PRIMEIRA TURMA, DJE 15/04/2010;
6) REsp 1417887/RN (decisão monocrática), Rel. Ministra REGINA HELENA COSTA, PRIMEIRA TURMA, Publicado em 08/11/2016;",Vide Súmula Anotada N. 327/STJ,"https://scon.stj.jus.br/SCON/sumstj/toc.jsp?livre=sumula.tipo.+e+""327"".num.",,,,,,,,,,,,,,,,,,,,,
910,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"Na execução hipotecária de crédito vinculado ao Sistema Financeiro da Habitação, nos termos da Lei n. 5.741/71, a petição inicial deve ser instruída com, pelo menos, dois avisos de cobrança. (Súmula n. 199/STJ)","1) AgRg no Ag 1062632/SP, Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, DJE 11/04/2011;
2) AgRg no Ag 943169/RS, Rel. Ministro SIDNEI BENETI, TERCEIRA TURMA, DJE 01/12/2008;
3) REsp 421508/PR, Rel. Ministro JOÃO OTÁVIO DE NORONHA, SEGUNDA TURMA, DJ 28/06/2006;
4) REsp 1483243/AM (decisão monocrática), Rel. Ministro ANTONIO CARLOS FERREIRA, QUARTA TURMA, Publicado em 07/06/2017;
5) REsp 1218723/SC (decisão monocrática), Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, Publicado em 12/12/2016;",Vide Súmula Anotada N. 199/STJ,"https://scon.stj.jus.br/SCON/sumstj/toc.jsp?livre=sumula.tipo.+e+""199"".num.",,,,,,,,,,,,,,,,,,,,,
911,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"É desnecessário que os avisos referidos no art. 2º, IV, da Lei n. 5.741/71, sejam pessoalmente recebidos pelos próprios mutuários, bastando tão somente a entrega no domicílio indicado no contrato.","1) AgRg no REsp 1249453/SC, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 27/08/2015;
2) AgRg no AREsp 025589/RS, Rel. Ministro SIDNEI BENETI, TERCEIRA TURMA, DJE 03/05/2013;
3) REsp 332117/SP, Rel. Ministro RICARDO VILLAS BÔAS CUEVA, TERCEIRA TURMA, DJE 10/10/2012;
4) AgRg no Ag 1203614/DF, Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, DJE 04/02/2011;
5) AgRg no REsp 404645/SP, Rel. Ministro HONILDO AMARAL DE MELLO CASTRO (DESEMBARGADOR CONVOCADO DO TJ/AP), QUARTA TURMA, DJE 22/03/2010;",Vide Informativo de Jurisprudência N. 506,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""013582""",,,,,,,,,,,,,,,,,,,,,
912,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"No âmbito do Sistema Financeiro da Habitação, a partir da Lei n. 8.177/1991, é permitida a utilização da Taxa Referencial (TR) como índice de correção monetária do saldo devedor, que também será cabível ainda que o contrato tenha sido firmado antes da Lei n. 8.177/1991, mas desde que haja previsão contratual de correção monetária pela taxa básica de remuneração dos depósitos em poupança, sem nenhum outro índice específico. (Tese julgada sob o rito do art. 543-C do CPC/73 ? TEMA 53)","1) AgInt no AREsp 1051294/RJ, Rel. Ministro RICARDO VILLAS BÔAS CUEVA, TERCEIRA TURMA, DJE 28/06/2017;
2) AgInt no REsp 1482289/RS, Rel. Ministro PAULO DE TARSO SANSEVERINO, TERCEIRA TURMA, DJE 12/12/2016;
3) AgRg no AREsp 621594/PR, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 20/04/2015;
4) AgRg no REsp 1464852/RS, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, DJE 17/03/2015;
5) AgRg no REsp 1043793/RS, Rel. Ministro MARCO BUZZI, QUARTA TURMA, DJE 14/11/2014;
6) REsp 969129/MG, Rel. Ministro LUIS FELIPE SALOMÃO, SEGUNDA SEÇÃO, DJE 15/12/2009;","Vide Informativo de Jurisprudência N. 419, Vide Súmula Anotada N. 454/STJ, Vide Repetitivos Organizados por Assunto","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""010791""","https://scon.stj.jus.br/SCON/sumstj/toc.jsp?livre=sumula.tipo.+e+""454"".num.","https://scon.stj.jus.br/SCON/recrep/toc.jsp?livre=@DOCN=""000008030""",,,,,,,,,,,,,,,,,,,
913,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"O saldo devedor e as prestações dos contratos imobiliários firmados sob as normas do Sistema Financeiro de Habitação devem ser corrigidos, nos meses de março/abril de 1990, pelo Índice de Preços ao Consumidor - IPC no percentual de 84, 32%.","1) AgRg no REsp 1359643/SP, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, DJE 02/02/2016;
2) AgRg no REsp 1095787/SC, Rel. Ministro MARCO BUZZI, QUARTA TURMA, DJE 14/04/2015;
3) AgRg no REsp 1221004/DF, Rel. Ministro RICARDO VILLAS BÔAS CUEVA, TERCEIRA TURMA, DJE 11/09/2014;
4) REsp 736650/MT, Rel. Ministro ANTONIO CARLOS FERREIRA, CORTE ESPECIAL, DJE 01/09/2014;
5) AgRg no AREsp 325448/RJ, Rel. Ministro SIDNEI BENETI, TERCEIRA TURMA, DJE 21/11/2013;
6) AgRg no REsp 591448/MG, Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, DJE 08/11/2013;",Vide Informativo de Jurisprudência N. 64,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""001265""",,,,,,,,,,,,,,,,,,,,,
914,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"Em se tratando de contratos celebrados no âmbito do Sistema Financeiro da Habitação, a execução extrajudicial de que trata o Decreto-lei n. 70/66, enquanto perdurar a demanda, poderá ser suspensa, uma vez preenchidos os requisitos para a concessão da tutela cautelar, independentemente de caução ou do depósito de valores incontroversos, desde que: a) exista discussão judicial contestando a existência integral ou parcial do débito; b) essa discussão esteja fundamentada em jurisprudência do Superior Tribunal de Justiça ou do Supremo Tribunal Federal (fumus boni iuris). (Tese julgada sob o rito do art. 543-C do CPC/73 ? TEMA 55)","1) AgRg no AREsp 451489/RS, Rel. Ministro SIDNEI BENETI, TERCEIRA TURMA, DJE 17/06/2014;
2) AgRg na Pet 001721/SP, Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, DJE 24/09/2012;
3) AgRg no REsp 931453/RJ, Rel. Ministro PAULO DE TARSO SANSEVERINO, TERCEIRA TURMA, DJE 10/05/2011;
4) REsp 1067237/SP, Rel. Ministro LUIS FELIPE SALOMÃO, SEGUNDA SEÇÃO, DJE 23/09/2009;
5) AREsp 1083233/RS (decisão monocrática), Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, Publicado em 01/08/2017;
6) REsp 1482390/DF (decisão monocrática), Rel. Ministro MARCO BUZZI, QUARTA TURMA, Publicado em 12/06/2017;","Vide Informativo de Jurisprudência N. 221, Vide Repetitivos Organizados por Assunto, Vide Repercussão Geral - Tema 249","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""005181""","https://scon.stj.jus.br/SCON/recrep/toc.jsp?livre=@DOCN=""000008029""",https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=249,,,,,,,,,,,,,,,,,,,
915,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,O imóvel vinculado ao Sistema Financeiro da Habitação não pode ser objeto de usucapião.,"1) AgInt no REsp 1584104/AL, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 08/09/2017;
2) AgInt no REsp 1653998/PE, Rel. Ministro MARCO AURÉLIO BELLIZZE, TERCEIRA TURMA, DJE 14/08/2017;
3) AgInt no REsp 1483383/AL, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 27/06/2017;
4) AgRg no REsp 1487677/AL, Rel. Ministro MOURA RIBEIRO, TERCEIRA TURMA, DJE 22/05/2017;
5) REsp 1448026/PE, Rel. Ministra NANCY ANDRIGHI, TERCEIRA TURMA, DJE 21/11/2016;
6) REsp 1221243/PR, Rel. Ministro JOÃO OTÁVIO DE NORONHA, TERCEIRA TURMA, DJE 10/03/2014;",Vide Informativo de Jurisprudência N. 594,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""016132""",,,,,,,,,,,,,,,,,,,,,
916,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"Nos processos em que possa haver comprometimento dos recursos do Fundo de Compensação das Variações Salariais - FCVS, a competência para julgamento da lide é da Primeira Seção do Superior Tribunal de Justiça.","1) REsp 1607242/PR, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, DJE 11/10/2016;
2) AgInt no REsp 1584571/RS, Rel. Ministra DIVA MALERBI (DESEMBARGADORA CONVOCADA TRF 3ª REGIÃO), SEGUNDA TURMA, DJE 13/06/2016;
3) AgRg no AREsp 469407/PE, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, DJE 23/09/2015;
4) AgRg no CC 139106/DF, Rel. Ministro OG FERNANDES, CORTE ESPECIAL, DJE 31/08/2015;
5) EDcl no AgRg no AREsp 582062/PR, Rel. Ministro MOURA RIBEIRO, TERCEIRA TURMA, DJE 27/05/2015;
6) AgRg no CC 132723/SP, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA SEÇÃO, DJE 18/12/2014;",Vide Informativo de Jurisprudência N. 262,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""006227""",,,,,,,,,,,,,,,,,,,,,
917,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"No caso de cessão de direitos sobre imóvel financiado no âmbito do Sistema Financeiro da Habitação realizada após 25/10/1996, a anuência da instituição financeira mutuante é indispensável para que o cessionário adquira legitimidade ativa para requerer revisão das condições ajustadas, tanto para os contratos garantidos pelo FCVS como para aqueles sem a cobertura do mencionado Fundo. (Tese julgada sob o rito do art. 543-C do CPC/73 ? TEMA 522)","1) AgInt no REsp 1592478/RS, Rel. Ministro MOURA RIBEIRO, TERCEIRA TURMA, DJE 19/12/2016;
2) AgRg no REsp 1185904/DF, Rel. Ministro NAPOLEÃO NUNES MAIA FILHO, PRIMEIRA TURMA, DJE 11/10/2016;
3) AgRg no AgRg no AREsp 404453/PE, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 27/05/2015;
4) AgRg no AREsp 562810/RS, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 13/11/2014;
5) AgRg nos EDcl no REsp 1012073/RS, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, DJE 10/11/2014;
6) REsp 1150429/CE, Rel. Ministro RICARDO VILLAS BÔAS CUEVA, CORTE ESPECIAL, DJE 10/05/2013;","Vide Informativo de Jurisprudência N. 520, Vide Repetitivos Organizados por Assunto","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014132""","https://scon.stj.jus.br/SCON/recrep/toc.jsp?livre=@DOCN=""000008025""",,,,,,,,,,,,,,,,,,,,
918,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"É devida a aplicação de multa decendial em função do atraso no pagamento da indenização, objeto do seguro obrigatório, nos contratos vinculados ao SFH, limitada ao valor da obrigação principal.","1) AgInt no REsp 1275160/SP, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 15/08/2017;
2) AgInt no REsp 1393789/SP, Rel. Ministro PAULO DE TARSO SANSEVERINO, TERCEIRA TURMA, DJE 19/06/2017;
3) AgInt no TP 000363/PE, Rel. Ministro MARCO BUZZI, QUARTA TURMA, DJE 10/05/2017;
4) AgRg no REsp 1425311/SP, Rel. Ministro MOURA RIBEIRO, TERCEIRA TURMA, DJE 01/07/2016;
5) AgRg no REsp 1023294/SP, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJE 04/05/2016;
6) AgRg no AREsp 059338/SP, Rel. Ministro JOÃO OTÁVIO DE NORONHA, TERCEIRA TURMA, DJE 12/12/2014;",Vide Informativo de Jurisprudência N. 375,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""009201""",,,,,,,,,,,,,,,,,,,,,
919,31/10/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,"Salvo disposição contratual em sentido diferente, aplica-se aos contratos celebrados no âmbito do Sistema Financeiro da Habitação a regra de imputação prevista no art. 354 do Código Civil de 2002, que reproduz o art. 993 do Código Civil de 1916 e foi adotada pela RD BNH* 81/1969. (Tese julgada sob o rito do art. 543-C do CPC/73 ? TEMA 426) *Resolução da Diretoria do Banco Nacional da Habitação - RD BNH","1) REsp 1483061/RS, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, DJE 10/11/2014;
2) REsp 1095852/PR, Rel. Ministra MARIA ISABEL GALLOTTI, SEGUNDA SEÇÃO, DJE 19/03/2012;
3) REsp 1194402/RS, Rel. Ministro TEORI ALBINO ZAVASCKI, CORTE ESPECIAL, DJE 14/10/2011;
4) REsp 1358614/SP (decisão monocrática), Rel. Ministro MARCO BUZZI, QUARTA TURMA, Publicado em 11/09/2017;
5) REsp 1490140/SC (decisão monocrática), Rel. Ministro PAULO DE TARSO SANSEVERINO, TERCEIRA TURMA, Publicado em 10/08/2017;","Vide Informativo de Jurisprudência N. 494, Vide Repetitivos Organizados por Assunto","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""013169""","https://scon.stj.jus.br/SCON/recrep/toc.jsp?livre=@DOCN=""000008024""",,,,,,,,,,,,,,,,,,,,
920,13/12/2017,DIREITO CIVIL,Edição n. 92,SISTEMA FINANCEIRO DA HABITAÇÃO - II,É de um ano o prazo para o exercício da pretensão de cobrança da indenização contratada no seguro obrigatório habitacional.,"1) AgInt no AREsp 878843/MG, Rel. Ministro MARCO BUZZI, QUARTA TURMA, DJE 13/06/2017;
2) AgInt no REsp 1420961/SP, Rel. Ministra NANCY ANDRIGHI, TERCEIRA TURMA, DJE 30/05/2017;
3) AgInt no AREsp 209662/SP, Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, DJE 18/04/2017;
4) AgInt no REsp 1367497/AL, Rel. Ministro LUIS FELIPE SALOMÃO, QUARTA TURMA, DJE 06/04/2017;
5) AgRg no REsp 1405253/SP, Rel. Ministro PAULO DE TARSO SANSEVERINO, TERCEIRA TURMA, DJE 12/09/2016;
6) AgRg no REsp 1493135/PB, Rel. Ministro MARCO AURÉLIO BELLIZZE, TERCEIRA TURMA, DJE 04/02/2016;",,,,,,,,,,,,,,,,,,,,,,,
921,13/12/2017,DIREITO CIVIL,Edição n. 95,CONTRATOS DE SEGURO II,"O prévio requerimento administrativo constitui requisito essencial para configurar o interesse de agir na ação de cobrança do seguro, o qual se reputa presente independentemente de sua comprovação nos casos em que a seguradora comparece em juízo, opondo-se ao mérito da pretensão condenatória.","1) REsp 2050513/MT, Rel. Ministra NANCY ANDRIGHI, TERCEIRA TURMA, DJe 27/04/2023;
2) REsp 2117542/MS (decisão monocrática), Rel. Ministro MOURA RIBEIRO, TERCEIRA TURMA, publicado em 16/02/2024;
3) REsp 2109624/MS (decisão monocrática), Rel. Ministro MARCO AURÉLIO BELLIZZE, TERCEIRA TURMA, publicado em 02/02/2024;
4) REsp 2087983/MS (decisão monocrática), Rel. Ministro MARCO BUZZI, QUARTA TURMA, publicado em 31/10/2023;
5) REsp 2089421/MS (decisão monocrática), Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, publicado em 31/10/2023;
6) REsp 2098751/MS (decisão monocrática), Rel. Ministro JOÃO OTÁVIO DE NORONHA, QUARTA TURMA, publicado em 05/10/2023;",,,,,,,,,,,,,,,,,,,,,,,
922,13/12/2017,DIREITO CIVIL,Edição n. 95,CONTRATOS DE SEGURO II,"Para fins de cobertura contratual, há clara diferenciação entre cobertura por invalidez funcional (Invalidez Funcional Permanente Total por Doença - IFPD) e por invalidez laboral (Invalidez Laborativa Permanente Total por Doença - ILPD).","1) AgInt nos EDcl no AREsp 1940837/DF, Rel. Ministra NANCY ANDRIGHI, TERCEIRA TURMA, DJe 16/02/2022;
2) AgInt no AREsp 1751061/DF, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJe 30/11/2021;
3) REsp 1845943/SP, Rel. Ministro RICARDO VILLAS BÔAS CUEVA, SEGUNDA SEÇÃO, DJe 18/10/2021;
4) AgInt nos EDcl no AREsp 1375861/SC, Rel. Ministra MARIA ISABEL GALLOTTI, QUARTA TURMA, DJe 24/09/2020;
5) AgInt no AREsp 1283275/SC, Rel. Ministro MARCO AURÉLIO BELLIZZE, TERCEIRA TURMA, DJe 29/11/2019;
6) AgInt no AREsp 1129485/RS, Rel. Ministro LÁZARO GUIMARÃES (DESEMBARGADOR CONVOCADO DO TRF 5ª REGIÃO), QUARTA TURMA, DJe 17/09/2018;",,,,,,,,,,,,,,,,,,,,,,,
923,13/12/2017,DIREITO CIVIL,Edição n. 95,CONTRATOS DE SEGURO II,"O suicídio não é coberto nos dois primeiros anos de vigência do contrato de seguro de vida, ressalvado o direito do beneficiário à devolução do montante da reserva técnica formada (Súmula n. 610/STJ). Redação anterior: O suicídio cometido nos dois primeiros anos de vigência do contrato de seguro de vida é risco não coberto, ressalvado o direito do beneficiário ao ressarcimento do montante da reserva técnica já formada.","1) AgInt no REsp 1945267/SP, Rel. Ministro MARCO AURÉLIO BELLIZZE, TERCEIRA TURMA, DJe 04/10/2023;
2) AgInt no AgInt no AREsp 2090613/MG, Rel. Ministro RICARDO VILLAS BÔAS CUEVA, TERCEIRA TURMA, DJe 29/09/2023;
3) AgInt no REsp 1986914/GO, Rel. Ministro MOURA RIBEIRO, TERCEIRA TURMA, DJe 27/09/2023;
4) AgInt nos EREsp 1962917/SP, Rel. Ministro PAULO DE TARSO SANSEVERINO, SEGUNDA SEÇÃO, DJe 02/09/2022;
5) AgInt no AREsp 2023845/SP, Rel. Ministro RAUL ARAÚJO, QUARTA TURMA, DJe 10/06/2022;
