"Motivo","Rel","Ext","Length","FullName"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$e-AC nº 060292637 - PA - PJe - efeito suspensivo, julgamento de REsp, perda do objeto- cautelar prejudicada- JUN2018 - LCMB - MFF_vRevAO.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$e-AC nº 060292637 - PA - PJe - efeito suspensivo, julgamento de REsp, perda do objeto- cautelar prejudicada- JUN2018 - LCMB - MFF_vRevAO.doc"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$R-AI 529-74 - S - retração,, aime, captação,retorno autos, suprir omissão normalidade e legitim, - TCCB - RMG-MFF [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$R-AI 529-74 - S - retração,, aime, captação,retorno autos, suprir omissão normalidade e legitim, - TCCB - RMG-MFF [JR].docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$R-REspe 33-78 - SP - Rp, doação acima do limite, PJ, novos parâmetros REspe 51-25, retorno dos autos ao TRE - KCMR.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$R-REspe 33-78 - SP - Rp, doação acima do limite, PJ, novos parâmetros REspe 51-25, retorno dos autos ao TRE - KCMR.doc"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$R-REspe 358-41-SE - Eleições 2016 Propaganda Perda objeto Litigância de má-fé Multa - Negativa provimento - RP-rev. inicial JRB - RP.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$R-REspe 358-41-SE - Eleições 2016 Propaganda Perda objeto Litigância de má-fé Multa - Negativa provimento - RP-rev. inicial JRB - RP.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$spe 329-33-AL, aije, eleições 2016, nulidade das provas, devido processo, retorno autos, 2ª versão, TCCB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$spe 329-33-AL, aije, eleições 2016, nulidade das provas, devido processo, retorno autos, 2ª versão, TCCB.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$spe nº 232-35 - PE- AIJE- apuração de fatos antes do registro de candidatura - devolução dos autos - PAA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$spe nº 232-35 - PE- AIJE- apuração de fatos antes do registro de candidatura - devolução dos autos - PAA.docx"
"TEMPORARIO","01 - Jurídico\Outros processuais\~$spensão de liminar, segurança e TA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Outros processuais\~$spensão de liminar, segurança e TA.docx"
"TEMPORARIO","01 - Jurídico\Petições\~$C 0601029-22 - PR - sigilo de documentos, aus. de procuração, falsidade ideológica eleitoral, aus. de coordenador na PC, nega seguimento - MACV - SNV - PETIÇÃO VERIFICADA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Petições\~$C 0601029-22 - PR - sigilo de documentos, aus. de procuração, falsidade ideológica eleitoral, aus. de coordenador na PC, nega seguimento - MACV - SNV - PETIÇÃO VERIFICADA.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$ - violação à dialeticidade - agravo que ataca de forma insuficiente.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$ - violação à dialeticidade - agravo que ataca de forma insuficiente.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$ nº 136-04 - MG - recurso eleitoral intempestivo - intempestividade reflexa - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$ nº 136-04 - MG - recurso eleitoral intempestivo - intempestividade reflexa - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$ nº 392-80 - SE - prestação de contas, contas reprovadas, embargos protelatórios na origem, intempestividade reflexa do REspe, precedentes, negado seguimento - JUN2018 - TF_vR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$ nº 392-80 - SE - prestação de contas, contas reprovadas, embargos protelatórios na origem, intempestividade reflexa do REspe, precedentes, negado seguimento - JUN2018 - TF_vR.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$ nº 81-55 - MG - prestação de contas, recurso ordinario, erro grosseiro, negativa de seguimento - TPR-MSP[BF].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$ nº 81-55 - MG - prestação de contas, recurso ordinario, erro grosseiro, negativa de seguimento - TPR-MSP[BF].docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$- AgR-REspe nº 2943-57 roubo de urnas rejeita embargos atualizado 10 09 2018 - ORN.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$- AgR-REspe nº 2943-57 roubo de urnas rejeita embargos atualizado 10 09 2018 - ORN.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$-AgR-AI nº 119-49 - prestação de contas - exercício financeiro - inovação recursal - tempus regit actum - embargos não conhecidos - FGPC - SNV - Revisad.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$-AgR-AI nº 119-49 - prestação de contas - exercício financeiro - inovação recursal - tempus regit actum - embargos não conhecidos - FGPC - SNV - Revisad.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$-AgR-AI nº 268 - SP - eleições 2012 - Representaçao - captação - efeitos modificativos - impossibilidade - reexame - FGPC.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$-AgR-AI nº 268 - SP - eleições 2012 - Representaçao - captação - efeitos modificativos - impossibilidade - reexame - FGPC.doc"
"TEMPORARIO","01 - Jurídico\Recursos\~$-AgR-REspe nº 305-46 - GO - RRC, eleições 2016, prova nova inadmitida, ausências dos pressupostos embargabilidade, rejeição - TPR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$-AgR-REspe nº 305-46 - GO - RRC, eleições 2016, prova nova inadmitida, ausências dos pressupostos embargabilidade, rejeição - TPR.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$-AgR-REspe nº 86-70 - RO - Eleições 2016, RRC, vereador, alínea G - NOV2018 - KCMR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$-AgR-REspe nº 86-70 - RO - Eleições 2016, RRC, vereador, alínea G - NOV2018 - KCMR.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$-REspe 82-58 - PE - embargos intempestivos - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$-REspe 82-58 - PE - embargos intempestivos - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$-REspe nº 422-70 e ED_ REspe nº 412-26 MG (el. 2016 - Dionísio - omissão - inexistência -rejeição) ELDA - RMG [BF].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$-REspe nº 422-70 e ED_ REspe nº 412-26 MG (el. 2016 - Dionísio - omissão - inexistência -rejeição) ELDA - RMG [BF].docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$ED-REspe nº 24-37 - AM - Eleições 2012, registro de candidatura (RCC), perda superveniente do objeto, prejudicialidade - SET2018 - MACV.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$ED-REspe nº 24-37 - AM - Eleições 2012, registro de candidatura (RCC), perda superveniente do objeto, prejudicialidade - SET2018 - MACV.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R -REspe nº 461-03 - SE - prestação de contas, doação estimável em dinheiro, súm 24, 26 e 30, desprovimento - LCMB-MSP [JR].doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R -REspe nº 461-03 - SE - prestação de contas, doação estimável em dinheiro, súm 24, 26 e 30, desprovimento - LCMB-MSP [JR].doc"
"TEMPORARIO","01 - Jurídico\Recursos\~$R- REspe nº 898-27 - RJ - embargos recebidos como agravo -intempestividade reflexa - art. 96 lei 9504 - prazo de 24h embargos - SET2018 - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R- REspe nº 898-27 - RJ - embargos recebidos como agravo -intempestividade reflexa - art. 96 lei 9504 - prazo de 24h embargos - SET2018 - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-AI 184-96 - CE - Eleições 2010, doação acima do limite, PJ, violação à dialeticidade - KCMR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-AI 184-96 - CE - Eleições 2010, doação acima do limite, PJ, violação à dialeticidade - KCMR.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-AI 430-96 - GO, conduta vedada, autorização expressa, s24, desprovimento, TCCB - SNV.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-AI 430-96 - GO, conduta vedada, autorização expressa, s24, desprovimento, TCCB - SNV.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-AI nº 0602823-15 - PR - Prestação de contas, Eleições 2018, S. 24 e 72 TSE, desprovimento - TPR - SNV [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-AI nº 0602823-15 - PR - Prestação de contas, Eleições 2018, S. 24 e 72 TSE, desprovimento - TPR - SNV [JR].docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-AI nº 1-47 MS.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-AI nº 1-47 MS.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe 112-66 - quebra de sigilo das comunicações, busca e apreensão, legalidade, desprovimento do AgR - MACV vDS.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe 112-66 - quebra de sigilo das comunicações, busca e apreensão, legalidade, desprovimento do AgR - MACV vDS.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe 168-70 - contas partidárias PT-MT - agravo do MPE - desprovimento - RPA prova gasto eleitoral - TP-MSP-JRB.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe 168-70 - contas partidárias PT-MT - agravo do MPE - desprovimento - RPA prova gasto eleitoral - TP-MSP-JRB.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe 259-30 e AgR-AC 0601777-35 - BA - Eleições 2016, RRC, vereador, ação declaratória de nulidade, procedência, intervenção de terceiro, indeferido, nega provment.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe 259-30 e AgR-AC 0601777-35 - BA - Eleições 2016, RRC, vereador, ação declaratória de nulidade, procedência, intervenção de terceiro, indeferido, nega provment.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe 6997-79-SP - pcon, partido, redução sanção, proporcionalidade, não infirmou - TCCB - SNV.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe 6997-79-SP - pcon, partido, redução sanção, proporcionalidade, não infirmou - TCCB - SNV.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe nº 113-58, AI nº 114-43 e AI nº 59-92 - RJ - propganda partidária - lei nova - perda do objeto - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe nº 113-58, AI nº 114-43 e AI nº 59-92 - RJ - propganda partidária - lei nova - perda do objeto - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe nº 295-98 - SE - Eleições 2016 - contas desaprovadas, apresentação parcial documentos, art. 36, § 6º, RITSE, honorários contador - NOV2018 - KCMR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe nº 295-98 - SE - Eleições 2016 - contas desaprovadas, apresentação parcial documentos, art. 36, § 6º, RITSE, honorários contador - NOV2018 - KCMR.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe nº 414-29 - SE.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe nº 414-29 - SE.doc"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-REspe nº 439-04 - MT - prestação de contas, vereador, ausência de registro de doação estimável, desprovido - SET2018 - HCF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-REspe nº 439-04 - MT - prestação de contas, vereador, ausência de registro de doação estimável, desprovido - SET2018 - HCF.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$R-RO nº 0603534-41 - SP - PJe, RRC, inelegibilidade alínea p, desprovimento - FGPC - LC - ORN.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$R-RO nº 0603534-41 - SP - PJe, RRC, inelegibilidade alínea p, desprovimento - FGPC - LC - ORN.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe 0600678-19-AM - Conduta vedada Publicidade institucional Esferas Adm distintas S 24 28 30 - RP.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe 0600678-19-AM - Conduta vedada Publicidade institucional Esferas Adm distintas S 24 28 30 - RP.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe 0601358-19 - SE -.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe 0601358-19 - SE -.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe 156-11 - S24 rcand vereador E2016 -VSA [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe 156-11 - S24 rcand vereador E2016 -VSA [JR].docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe 302277.ausência de recibos eleitorais.desaprovação.precedentes TSE.recurso provido - MAI2018 - HCF - ORN.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe 302277.ausência de recibos eleitorais.desaprovação.precedentes TSE.recurso provido - MAI2018 - HCF - ORN.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe 3112-85 - DF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe 3112-85 - DF.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe 385-19 MA (el2016 - aijes - abuso - 41-A - cumulativida das sanções - gravação ambiental - ambiente particular - licitude - provimento) ELDA.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe 385-19 MA (el2016 - aijes - abuso - 41-A - cumulativida das sanções - gravação ambiental - ambiente particular - licitude - provimento) ELDA.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe 62150-RN, aije, dissídio, ausência cotejo, AGO2018, TCCB.doc",".doc","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe 62150-RN, aije, dissídio, ausência cotejo, AGO2018, TCCB.doc"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 0600728-45 - AM - PJE - Eleições 2018, perda objeto, acatamento diretriz dir. nac., neg. seg. - OUT2018 - KCMR - GTBC - LL - ORN [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 0600728-45 - AM - PJE - Eleições 2018, perda objeto, acatamento diretriz dir. nac., neg. seg. - OUT2018 - KCMR - GTBC - LL - ORN [JR].docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 0600891-25 - AM - el 2018 - registro de candidatura - rejeição de contas públicas - alínea g - nega seguimento SET18 PAA - LL - LC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 0600891-25 - AM - el 2018 - registro de candidatura - rejeição de contas públicas - alínea g - nega seguimento SET18 PAA - LL - LC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 0602765-93 - MG - PJe - Eleições 2018, direito de resposta, Anastasia x Pimentel, perda objeto - OUT - KCMR - MFF - LL.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 0602765-93 - MG - PJe - Eleições 2018, direito de resposta, Anastasia x Pimentel, perda objeto - OUT - KCMR - MFF - LL.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 0603250-33 - SP - RCC, ausencia filiação partidária, nega seguimento - SET2018 - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 0603250-33 - SP - RCC, ausencia filiação partidária, nega seguimento - SET2018 - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 0604941-82 - SP - RRC - respe intempestivo - tutela de evidencia prejudicada - nega seguimento - SET2018 - FGPC - LL - AO.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 0604941-82 - SP - RRC - respe intempestivo - tutela de evidencia prejudicada - nega seguimento - SET2018 - FGPC - LL - AO.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 114-20 ação penal ausência de prequestionamento reexame de matéria de fato nega seguimento - ORN_AO_vF.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 114-20 ação penal ausência de prequestionamento reexame de matéria de fato nega seguimento - ORN_AO_vF.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 198-17 - RN - Prestação de contas, diretório estadual, irregularidades, desaprovação, nega seguimento - JUN2018 - TPR - ORN_vRevAO.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 198-17 - RN - Prestação de contas, diretório estadual, irregularidades, desaprovação, nega seguimento - JUN2018 - TPR - ORN_vRevAO.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 242-91 - AIJE - eleições 2012 - abuso, conduta vedada, captação ilícita - NOV2018 - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 242-91 - AIJE - eleições 2012 - abuso, conduta vedada, captação ilícita - NOV2018 - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 311-67 - RN - prestação de contas, provimento, aprovação ressalvas - JMRG2.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 311-67 - RN - prestação de contas, provimento, aprovação ressalvas - JMRG2.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 422-70 REspe nº 412-26 e AC nº 0604265-94 MG [JR].docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 422-70 REspe nº 412-26 e AC nº 0604265-94 MG [JR].docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 55-21 e 55-78 - RJ - inelegibilidade superveniente - data da eleição - eleições 2016 - provimento - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 55-21 e 55-78 - RJ - inelegibilidade superveniente - data da eleição - eleições 2016 - provimento - FGPC.docx"
"TEMPORARIO","01 - Jurídico\Recursos\~$spe nº 718-81- RN - eleições 2016, AIJE, abuso de poder, 41-A, prefeito, documentos sigilosos, vista à PGE - JUN2018 -KCMR.docx",".docx","162","C:\Users\mauri\HD_Mau\01 - Jurídico\Recursos\~$spe nº 718-81- RN - eleições 2016, AIJE, abuso de poder, 41-A, prefeito, documentos sigilosos, vista à PGE - JUN2018 -KCMR.docx"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 00 OK.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 00 OK.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 00.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 00.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 01.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 01.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 02.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 02.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 03.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 03.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 04.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 04.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 07.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 07.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 09 - Simulado 02.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 09 - Simulado 02.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._Aula 1.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._Aula 1.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._dizerodireito.com.br-Comentrios__Lei_128752013__altera_a_Lei_dos_Partidos_Polticos_e_a_Lei_das_Eleies.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._dizerodireito.com.br-Comentrios__Lei_128752013__altera_a_Lei_dos_Partidos_Polticos_e_a_Lei_das_Eleies.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\._dizerodireito.com.br-STF_julga_constitucional_a_Lei_da_Ficha_Limpa__entenda.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\._dizerodireito.com.br-STF_julga_constitucional_a_Lei_da_Ficha_Limpa__entenda.pdf"
"Office novo sem assinatura ZIP","02 - Estudos e concursos\Ensaio.docx",".docx","162","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Ensaio.docx"
"VAZIO (0 bytes)","02 - Estudos e concursos\ESTABILIDADE DECENAL.doc",".doc","0","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\ESTABILIDADE DECENAL.doc"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__discursiva consultor 01.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__discursiva consultor 01.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__discursiva consultor 02.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__discursiva consultor 02.pdf"
"Office novo sem assinatura ZIP","02 - Estudos e concursos\__Notas-provas discursivas.docx",".docx","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__Notas-provas discursivas.docx"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__Prova objetiva - civil.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__Prova objetiva - civil.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova1 - pg 1.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova1 - pg 1.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova1 - pg 2.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova1 - pg 2.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova2 - pg 3.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova2 - pg 3.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova3 - pg 4.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova3 - pg 4.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova3 - pg 5.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova3 - pg 5.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova4 - pg 1.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova4 - pg 1.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova4 - pg 2.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova4 - pg 2.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova5 - pg 3.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova5 - pg 3.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova5 - pg 4.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova5 - pg 4.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova5 - pg 5.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova5 - pg 5.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova6 - pg 6.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova6 - pg 6.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova6 - pg 7.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova6 - pg 7.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__prova6 - pg 8.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__prova6 - pg 8.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__resultado-prova1.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__resultado-prova1.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__resultado-prova2.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__resultado-prova2.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__resultado-prova3.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__resultado-prova3.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__resultado-prova4.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__resultado-prova4.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__resultado-prova5.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__resultado-prova5.pdf"
"PDF sem assinatura %PDF","02 - Estudos e concursos\__resultado-prova6.pdf",".pdf","4096","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\__resultado-prova6.pdf"
"TEMPORARIO","02 - Estudos e concursos\~$ 37-84 - SP- RRC - querela nulitatis - ausencia citação vice-prefeito na prestação de contas - Súmula 26 -negativa de seguimento - FGPC.docx",".docx","162","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\~$ 37-84 - SP- RRC - querela nulitatis - ausencia citação vice-prefeito na prestação de contas - Súmula 26 -negativa de seguimento - FGPC.docx"
"TEMPORARIO","02 - Estudos e concursos\~$ nº 0601787-30 - GO - PJe - Eleições 2018, RCC, ausência filiação partidária, Súmula 24, nega seguimento - OUT2018 - KCMR.docx",".docx","162","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\~$ nº 0601787-30 - GO - PJe - Eleições 2018, RCC, ausência filiação partidária, Súmula 24, nega seguimento - OUT2018 - KCMR.docx"
"TEMPORARIO","02 - Estudos e concursos\~$ nº 0601787-30 - GO - PJe - Eleições 2018, RCC, ausência filiação partidária, Súmula 30, nega seguimento - OUT2018 - KCMR - LL - LC.docx",".docx","162","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\~$ nº 0601787-30 - GO - PJe - Eleições 2018, RCC, ausência filiação partidária, Súmula 30, nega seguimento - OUT2018 - KCMR - LL - LC.docx"
