"ID","Path","CNJ","Ext","NomeAtual"
"453","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 conjur.com.txt","",".txt","80135234 conjur.com.txt"
"454","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\mensagem Facanha.docx","",".docx","mensagem Facanha.docx"
"455","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Trabalhista\IGQP - reintegracao 2011 - Maria Adelaide Medina.doc","",".doc","IGQP - reintegracao 2011 - Maria Adelaide Medina.doc"
"456","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 11-12-2015.pdf","",".pdf","documento 11-12-2015.pdf"
"457","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 011030-3.doc","",".doc","documento 011030-3.doc"
"458","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Augusto de Lima 2.doc","",".doc","Apartamento Augusto de Lima 2.doc"
"459","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie bn UOL.txt","",".txt","cookie bn UOL.txt"
"460","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\SKYPE.txt","",".txt","SKYPE.txt"
"461","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 012780-8.doc","",".doc","documento 012780-8.doc"
"462","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 016663-1.doc","",".doc","documento 016663-1.doc"
"463","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 g1.globo (5).txt","",".txt","80135234 g1.globo (5).txt"
"464","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 2004.doc","",".doc","documento 2004.doc"
"465","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 005742-0.doc","",".doc","documento 005742-0.doc"
"466","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie gm.predicta.txt","",".txt","cookie gm.predicta.txt"
"467","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\MCROTKS.txt","",".txt","MCROTKS.txt"
"468","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Tributario\ITCDM.doc","",".doc","ITCDM.doc"
"469","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\2361.doc","",".doc","2361.doc"
"470","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\040011-8.doc","",".doc","040011-8.doc"
"471","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Autorizacao Itarana.doc","",".doc","Autorizacao Itarana.doc"
"472","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\DOCK.txt","",".txt","DOCK.txt"
"473","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 12-07-2016.pdf","",".pdf","documento 12-07-2016.pdf"
"474","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Aparecida Souza 1.pdf","",".pdf","Aparecida Souza 1.pdf"
"475","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\CLS 01.doc","",".doc","CLS 01.doc"
"476","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\MSP2.txt","",".txt","MSP2.txt"
"477","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Da quarta etapa - TJBA.doc","",".doc","Da quarta etapa - TJBA.doc"
"478","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Sponsoring.pdf","",".pdf","Sponsoring.pdf"
"479","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Mensagem 03.doc","",".doc","Mensagem 03.doc"
"480","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie tailtarget [2].txt","",".txt","cookie tailtarget [2].txt"
"481","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\29-12-2014.pdf","",".pdf","29-12-2014.pdf"
"482","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 12-10-2014.pdf","",".pdf","documento 12-10-2014.pdf"
"483","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\NECPG1.txt","",".txt","NECPG1.txt"
"484","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\WCE21.txt","",".txt","WCE21.txt"
"485","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\XEROX2.txt","",".txt","XEROX2.txt"
"486","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Sion 5 - execucao fiscal.doc","",".doc","Apartamento Sion 5 - execucao fiscal.doc"
"487","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie sac0935.ac.correiosnet.txt","",".txt","cookie sac0935.ac.correiosnet.txt"
"488","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Messias Cunha.rtf","",".rtf","Messias Cunha.rtf"
"489","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie yahoo (2).txt","",".txt","cookie yahoo (2).txt"
"490","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 005144-7.doc","",".doc","documento 005144-7.doc"
"491","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 008528-3.doc","",".doc","documento 008528-3.doc"
"492","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006076-9.doc","",".doc","documento 006076-9.doc"
"493","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Warley de Fatima Silva Gramacho 0092.07.011735-0.doc","",".doc","Warley de Fatima Silva Gramacho 0092.07.011735-0.doc"
"494","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 019184-7.doc","",".doc","documento 019184-7.doc"
"495","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\EE - Hedilberto Ferreira Pinto.doc","",".doc","EE - Hedilberto Ferreira Pinto.doc"
"496","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Chase Hershkoff 3.pdf","",".pdf","Chase Hershkoff 3.pdf"
"497","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\72618-72.doc","",".doc","72618-72.doc"
"498","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie lucidmedia (2).txt","",".txt","cookie lucidmedia (2).txt"
"499","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Celio Roberto.rtf","",".rtf","Celio Roberto.rtf"
"500","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\023057-5.doc","",".doc","023057-5.doc"
"501","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Parte 3.pdf","",".pdf","Parte 3.pdf"
"502","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Wordpress.txt","",".txt","Wordpress.txt"
"503","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 adnxs.txt","",".txt","80135234 adnxs.txt"
"504","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Licence.rtf","",".rtf","Licence.rtf"
"505","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 010408-8.doc","",".doc","documento 010408-8.doc"
"506","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 espacojuridico.txt","",".txt","80135234 espacojuridico.txt"
"507","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Daltro Bandeira de Melo.pdf","",".pdf","Daltro Bandeira de Melo.pdf"
"508","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 ambev.predicta.txt","",".txt","80135234 ambev.predicta.txt"
"509","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\HPDMI.txt","",".txt","HPDMI.txt"
"510","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 es.wikipedia.txt","",".txt","80135234 es.wikipedia.txt"
"511","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\r 20289.doc","",".doc","r 20289.doc"
"512","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\TSBDS.txt","",".txt","TSBDS.txt"
"513","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie iobh [2].txt","",".txt","cookie iobh [2].txt"
"514","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\eleicoes 2010 GABLF.rtf","",".rtf","eleicoes 2010 GABLF.rtf"
"515","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 21-12-2015.pdf","",".pdf","documento 21-12-2015.pdf"
"516","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\mensagem das contas.docx","",".docx","mensagem das contas.docx"
"517","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\TMDUALAG.txt","",".txt","TMDUALAG.txt"
"518","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R019.doc","",".doc","R019.doc"
"519","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 2000-2001-2002.doc","",".doc","documento 2000-2001-2002.doc"
"520","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\SSI365.txt","",".txt","SSI365.txt"
"521","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Angelo Manago.rtf","",".rtf","Angelo Manago.rtf"
"522","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Jardim da infancia.pdf","",".pdf","Jardim da infancia.pdf"
"523","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R003.doc","",".doc","R003.doc"
"524","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Valdir Rodrigues.rtf","",".rtf","Valdir Rodrigues.rtf"
"525","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\WINSQL.txt","",".txt","WINSQL.txt"
"526","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Nelson Batista.rtf","",".rtf","Nelson Batista.rtf"
"527","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie mfa vw predicta [2].txt","",".txt","cookie mfa vw predicta [2].txt"
"528","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 004546-4.doc","",".doc","documento 004546-4.doc"
"529","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 06-09-2016 - PROT 13683.pdf","",".pdf","documento 06-09-2016 - PROT 13683.pdf"
"530","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018414-3.doc","",".doc","documento 018414-3.doc"
"531","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie yieldmanager.txt","",".txt","cookie yieldmanager.txt"
"532","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 12-03-2014 - 2.pdf","",".pdf","documento 12-03-2014 - 2.pdf"
"533","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Ozidio Meschini.rtf","",".rtf","Ozidio Meschini.rtf"
"534","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\e-Democracia.doc","",".doc","e-Democracia.doc"
"535","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie microsoft [2] (2).txt","",".txt","cookie microsoft [2] (2).txt"
"536","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie t.tailtarget.txt","",".txt","cookie t.tailtarget.txt"
"537","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 011782-6.doc","",".doc","documento 011782-6.doc"
"538","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\MTA57080.txt","",".txt","MTA57080.txt"
"539","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\LM5700.txt","",".txt","LM5700.txt"
"540","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\2923.doc","",".doc","2923.doc"
"541","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\MIN8E.txt","",".txt","MIN8E.txt"
"542","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Dilson Nogueira 087-07.doc","",".doc","Dilson Nogueira 087-07.doc"
"543","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie mathtag [2].txt","",".txt","cookie mathtag [2].txt"
"544","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\FAST-IT.txt","",".txt","FAST-IT.txt"
"545","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R010.doc","",".doc","R010.doc"
"546","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie ru4 (2).txt","",".txt","cookie ru4 (2).txt"
"547","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Santinho Ave Maria.doc","",".doc","Santinho Ave Maria.doc"
"548","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie sharethis (2).txt","",".txt","cookie sharethis (2).txt"
"549","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\IDAILDES.doc","",".doc","IDAILDES.doc"
"550","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\prefeito eleicoes 2012 gabinete LF.doc","",".doc","prefeito eleicoes 2012 gabinete LF.doc"
"551","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\28-03-2014.pdf","",".pdf","28-03-2014.pdf"
"552","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\D169-Aimpressao.pdf","",".pdf","D169-Aimpressao.pdf"
"553","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022135-0.doc","",".doc","documento 022135-0.doc"
"554","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie jcrs UOL [2].txt","",".txt","cookie jcrs UOL [2].txt"
"555","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\2a Turma 2012-2011.doc","",".doc","2a Turma 2012-2011.doc"
"556","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R026.doc","",".doc","R026.doc"
"557","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\WCMIGRAT.txt","",".txt","WCMIGRAT.txt"
"558","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Automatiza revalidacao - PROLEX 30-07-15.doc","",".doc","Automatiza revalidacao - PROLEX 30-07-15.doc"
"559","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 017355-1.doc","",".doc","documento 017355-1.doc"
"560","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\Impossibilidade - I Encontro Carioca de Direito Eleitoral.docx","",".docx","Impossibilidade - I Encontro Carioca de Direito Eleitoral.docx"
"561","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\24448-69.doc","",".doc","24448-69.doc"
"562","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Everton Joao.rtf","",".rtf","Everton Joao.rtf"
"563","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\OMC.doc","",".doc","OMC.doc"
"564","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 bn.uol.com.txt","",".txt","80135234 bn.uol.com.txt"
"565","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\appcompat.txt","",".txt","appcompat.txt"
"566","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Roberto Cordeiro.rtf","",".rtf","Roberto Cordeiro.rtf"
"567","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\27-10-2015.pdf","",".pdf","27-10-2015.pdf"
"568","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Rua Lorena - perto da mata da PUC.doc","",".doc","Apartamento Rua Lorena - perto da mata da PUC.doc"
"569","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Automatiza 24-09-15.doc","",".doc","Automatiza 24-09-15.doc"
"570","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 021994-3.doc","",".doc","documento 021994-3.doc"
"571","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie msft demdex [2].txt","",".txt","cookie msft demdex [2].txt"
"572","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\em Habermas.doc","",".doc","em Habermas.doc"
"573","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 blu176.mail.live.txt","",".txt","80135234 blu176.mail.live.txt"
"574","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\DOC 6 - primeiro e-mail.pdf","",".pdf","DOC 6 - primeiro e-mail.pdf"
"575","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\24-03-2015.pdf","",".pdf","24-03-2015.pdf"
"576","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Marajinho 01.pdf","",".pdf","Marajinho 01.pdf"
"577","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\Ivo Rosario Nunes 0317.09.099906-9.doc","",".doc","Ivo Rosario Nunes 0317.09.099906-9.doc"
"578","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022490-3.doc","",".doc","documento 022490-3.doc"
"579","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Link Curriculo Lattes.txt","",".txt","Link Curriculo Lattes.txt"
"580","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 20-03-2015.pdf","",".pdf","documento 20-03-2015.pdf"
"581","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\R033.doc","",".doc","R033.doc"
"582","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 013959-7.doc","",".doc","documento 013959-7.doc"
"583","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Marajinho 17.pdf","",".pdf","Marajinho 17.pdf"
"584","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018422-5.doc","",".doc","documento 018422-5.doc"
"585","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie InfoWester.txt","",".txt","cookie InfoWester.txt"
"586","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\FAQ DOTZ.doc","",".doc","FAQ DOTZ.doc"
"587","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020702-0.doc","",".doc","documento 020702-0.doc"
"588","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024346-2.doc","",".doc","024346-2.doc"
"589","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Rua Camarao - localizacao errada no Google.doc","",".doc","Apartamento Rua Camarao - localizacao errada no Google.doc"
"590","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\driver ALPSPRT.txt","",".txt","driver ALPSPRT.txt"
"591","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 answers.yahoo.txt","",".txt","80135234 answers.yahoo.txt"
"592","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Link da carta bonus da OAB.txt","",".txt","Link da carta bonus da OAB.txt"
"593","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 10-10-2014 - 01.pdf","",".pdf","documento 10-10-2014 - 01.pdf"
"594","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Visa Concierge.txt","",".txt","Visa Concierge.txt"
"595","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\39659466 - 16-07-2013.rtf","",".rtf","39659466 - 16-07-2013.rtf"
"596","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Althammer.pdf","",".pdf","Althammer.pdf"
"597","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\HP5300C.txt","",".txt","HP5300C.txt"
"598","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie h.atdmt.txt","",".txt","cookie h.atdmt.txt"
"599","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\HPDSK1.txt","",".txt","HPDSK1.txt"
"600","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\Pedro Henrique Guimaraes 0508080069562.doc","",".doc","Pedro Henrique Guimaraes 0508080069562.doc"
"601","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 dihitt.com.txt","",".txt","80135234 dihitt.com.txt"
"602","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Cidade Nova 2 - execucao fiscal.doc","",".doc","Apartamento Cidade Nova 2 - execucao fiscal.doc"
"603","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\ei psiu nao some me liga.docx","",".docx","ei psiu nao some me liga.docx"
"604","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Transformando reis em real.pdf","",".pdf","Transformando reis em real.pdf"
"605","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 07-01-2015.pdf","",".pdf","documento 07-01-2015.pdf"
"606","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Esporte interativo.txt","",".txt","Esporte interativo.txt"
"607","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 collective-media.txt","",".txt","80135234 collective-media.txt"
"608","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\2521.doc","",".doc","2521.doc"
"609","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Dione 062509087954-9.doc","",".doc","Dione 062509087954-9.doc"
"610","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\047466-2.doc","",".doc","047466-2.doc"
"611","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\SKUSBKBF.txt","",".txt","SKUSBKBF.txt"
"612","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie portal Hoje em Dia.txt","",".txt","cookie portal Hoje em Dia.txt"
"613","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 21-08-2014.pdf","",".pdf","documento 21-08-2014.pdf"
"614","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Globoplay.txt","",".txt","Globoplay.txt"
"615","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\TSCOMP5.txt","",".txt","TSCOMP5.txt"
"616","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Pedro Ferreira Terres.rtf","",".rtf","Pedro Ferreira Terres.rtf"
"617","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\processo 2008.38.00.732540-5.doc","",".doc","processo 2008.38.00.732540-5.doc"
"618","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006604-6A.doc","",".doc","documento 006604-6A.doc"
"619","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 010836-6.doc","",".doc","documento 010836-6.doc"
"620","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 022303-8.doc","",".doc","documento 022303-8.doc"
"621","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 014865-0.doc","",".doc","documento 014865-0.doc"
"622","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 15-04-2014 (4).pdf","",".pdf","documento digitalizado - 15-04-2014 (4).pdf"
"623","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\APMERROR.txt","",".txt","APMERROR.txt"
"624","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\80135234 editorajuspodivm.com.txt","",".txt","80135234 editorajuspodivm.com.txt"
"625","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\25-06-2014 a.pdf","",".pdf","25-06-2014 a.pdf"
"626","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie SAC Correios sac0935 [2].txt","",".txt","cookie SAC Correios sac0935 [2].txt"
"627","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\SKMBT 60013060611130.pdf","",".pdf","SKMBT 60013060611130.pdf"
"628","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\Ismenia Martins de Souza 0508080058193.doc","",".doc","Ismenia Martins de Souza 0508080058193.doc"
"629","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 010214-5.doc","",".doc","documento 010214-5.doc"
"630","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018332-6.doc","",".doc","documento 018332-6.doc"
"631","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Bruno Senna.doc","",".doc","Bruno Senna.doc"
"632","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 13-06-2014.pdf","",".pdf","documento 13-06-2014.pdf"
"633","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\eleicoes 2006.doc","",".doc","eleicoes 2006.doc"
"634","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Jesus expulsa demonios.docx","",".docx","Jesus expulsa demonios.docx"
"635","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie liveperson [1].txt","",".txt","cookie liveperson [1].txt"
"636","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\cookie jusbrasil.com.txt","",".txt","cookie jusbrasil.com.txt"
"637","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\3845 (2).doc","",".doc","3845 (2).doc"
"638","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\SNIPCI.txt","",".txt","SNIPCI.txt"
"639","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Trabalhista\Ghinchard - falta 0001.pdf","",".pdf","Ghinchard - falta 0001.pdf"
"640","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\TSBAPM.txt","",".txt","TSBAPM.txt"
"641","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\CPQPWREX.txt","",".txt","CPQPWREX.txt"
"642","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\CANO620P.txt","",".txt","CANO620P.txt"
"643","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Trabalhista\Luciano de Oliveira Araujo - motorista.doc","",".doc","Luciano de Oliveira Araujo - motorista.doc"
"644","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\631 - Maria Goreth de Carvalho Lima.doc","",".doc","631 - Maria Goreth de Carvalho Lima.doc"
"645","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 016975-7.doc","",".doc","documento 016975-7.doc"
"646","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\HPDJ815.txt","",".txt","HPDJ815.txt"
"647","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\26-01-2015.pdf","",".pdf","26-01-2015.pdf"
"648","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\052926-5.doc","",".doc","052926-5.doc"
"649","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006256-3.doc","",".doc","documento 006256-3.doc"
"650","C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\3003.doc","",".doc","3003.doc"
