"ID","Path","Pasta","Nome","Ext"
"684","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\SEGUROS\Previdência (Funpresp)\Apólice - TA (2).pdf","03 - Financeiro\SEGUROS\Previdência (Funpresp)","Apólice - TA (2).pdf",".pdf"
"685","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\PREVIDENCIÁRIO\servidor - Lei 10.261 - Estatuto dos servidores (1).pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\PREVIDENCIÁRIO","servidor - Lei 10.261 - Estatuto dos servidores (1).pdf",".pdf"
"686","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Walter Costa Porto\PORTO, Walter Costa - Dicionário do voto.grifado.pdf","06 - Estudos, concursos e leitura\TESE\Bibliografia de apoio\Walter Costa Porto","PORTO, Walter Costa - Dicionário do voto.grifado.pdf",".pdf"
"687","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\BO PC - 2.5.2021 - furto de bicicleta.pdf","04 - Imóveis\APTO 409 SUL","BO PC - 2.5.2021 - furto de bicicleta.pdf",".pdf"
"688","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\GRUPO TSE\Abordagem histórica\1935\1935 - maio.docx","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\GRUPO TSE\Abordagem histórica\1935","1935 - maio.docx",".docx"
"689","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\GILLIGAN_Carol_La_etica_del_cuidado(compactado-Smallpdf).pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS","GILLIGAN_Carol_La_etica_del_cuidado(compactado-Smallpdf).pdf",".pdf"
"690","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\NFe e outros\06 - Serviços e diversos\2024-09-12 - Comprovante - Software 4DDiG Duplicate File Deleter (licença).pdf","03 - Financeiro\NFe e outros\06 - Serviços e diversos","2024-09-12 - Comprovante - Software 4DDiG Duplicate File Deleter (licença).pdf",".pdf"
"691","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\Semana 7 - Melancolia e Constituição - sobre ausências e (re)construções.docx","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL","Semana 7 - Melancolia e Constituição - sobre ausências e (re)construções.docx",".docx"
"692","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\LEITURAS no TABLET\Previdenciário.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\LEITURAS no TABLET","Previdenciário.pdf",".pdf"
"693","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\REEMBOLSO\Receita 4.pdf","02 - Saúde\REEMBOLSO","Receita 4.pdf",".pdf"
"694","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Administração\Clark and James 2021.pdf","06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Administração","Clark and James 2021.pdf",".pdf"
"695","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPMG\Edital - LVIII CONCURSO - publicação 27.5.2021.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\MPMG","Edital - LVIII CONCURSO - publicação 27.5.2021.pdf",".pdf"
"696","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\PABLO HOLMES\BIBLIOGRAFIA IPOL\KERCHE, Fábio - Autonomia e discricionariedade do MP no Brasil.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\PABLO HOLMES\BIBLIOGRAFIA IPOL","KERCHE, Fábio - Autonomia e discricionariedade do MP no Brasil.pdf",".pdf"
"697","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TJDFT\IRDRs e IACs.docx","06 - Estudos, concursos e leitura\1_CONCURSOS\TJDFT","IRDRs e IACs.docx",".docx"
"698","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\SEDEG\Comissão Diretiva de TI.pdf","05 - Jurídico e trabalho\TSE\SEDEG","Comissão Diretiva de TI.pdf",".pdf"
"699","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\2012\JORNAL - Mandato parlamentar e o Supremo Tribunal Federal.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\2012","JORNAL - Mandato parlamentar e o Supremo Tribunal Federal.pdf",".pdf"
"700","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE\3. Ficha cadastral.pdf","05 - Jurídico e trabalho\TSE\POSSE","3. Ficha cadastral.pdf",".pdf"
"701","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\CRIANÇA E ADOLESCENTE\DOD - Jurisprudência em teses 7.txt","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\CRIANÇA E ADOLESCENTE","DOD - Jurisprudência em teses 7.txt",".txt"
"702","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF1\2025\Respostas dos recursos\048.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF1\2025\Respostas dos recursos","048.pdf",".pdf"
"703","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020\Sites.txt","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(7) Aula de 28.10.2020","Sites.txt",".txt"
"704","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\FUVEST - proficiência - inglês.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE","FUVEST - proficiência - inglês.pdf",".pdf"
"705","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL\SEAQUA - Lei 9.509.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL","SEAQUA - Lei 9.509.pdf",".pdf"
"706","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE\16. Certidão de quitação eleitoral - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.pdf","05 - Jurídico e trabalho\TSE\POSSE","16. Certidão de quitação eleitoral - MAURÍCIO AUGUSTO CHIARAMONTE VIEIRA.pdf",".pdf"
"707","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\REMÉDIOS MANIPULADOS\RESUMO.docx","02 - Saúde\FITNESS\REMÉDIOS MANIPULADOS","RESUMO.docx",".docx"
"708","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE\Demanda de candidatos.pdf","05 - Jurídico e trabalho\TSE\POSSE","Demanda de candidatos.pdf",".pdf"
"709","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\CONLE\STs\Resoluções\COMPARATIVO_Res.-TSE 23.605_2019 - FEFC_RED_FINAL.docx","05 - Jurídico e trabalho\CONLE\STs\Resoluções","COMPARATIVO_Res.-TSE 23.605_2019 - FEFC_RED_FINAL.docx",".docx"
"710","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\MATHEUS\Legado\FEV_2023.docx","03 - Financeiro\CONTAS\MATHEUS\Legado","FEV_2023.docx",".docx"
"711","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\CONLE\STs\PARECERES\2025-23523 - equipara o Lúpus Eritematoso Sistêmico às .docx","05 - Jurídico e trabalho\CONLE\STs\PARECERES","2025-23523 - equipara o Lúpus Eritematoso Sistêmico às .docx",".docx"
"712","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1936\1936 - junho.docx","06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Abordagem histórica\1936","1936 - junho.docx",".docx"
"713","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\MOREIRA_Nelson_et_al_O_constitucionalismo_da_falta_no_Brasil-compactado.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS","MOREIRA_Nelson_et_al_O_constitucionalismo_da_falta_no_Brasil-compactado.pdf",".pdf"
"714","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas Discursivas\(2025)_Discursiva TRF3 - XXI concurso (2).pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas Discursivas","(2025)_Discursiva TRF3 - XXI concurso (2).pdf",".pdf"
"715","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA\DOC. 7 - 2º Resultado da avaliação de títulos - 26_6_24.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA","DOC. 7 - 2º Resultado da avaliação de títulos - 26_6_24.pdf",".pdf"
"716","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\NOTION\Kindle + PDFs.docx","05 - Jurídico e trabalho\TSE\ONE DRIVE\NOTION","Kindle + PDFs.docx",".docx"
"717","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Contracheque - Ana Carolina_atualizado.pdf","04 - Imóveis\MYKONOS","Contracheque - Ana Carolina_atualizado.pdf",".pdf"
"718","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\PABLO HOLMES\BIBLIOGRAFIA IPOL\OLIVEIRA, Vanessa - Poder judiciário - árbitro de conflitos constitucionais entre Estados e União.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\PABLO HOLMES\BIBLIOGRAFIA IPOL","OLIVEIRA, Vanessa - Poder judiciário - árbitro de conflitos constitucionais entre Estados e União.pdf",".pdf"
"719","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\AFT\curso-274819-aula-25-profa-mara-camisassa-grifado-e63a.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\AFT","curso-274819-aula-25-profa-mara-camisassa-grifado-e63a.pdf",".pdf"
"720","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\PREVIDENCIÁRIO\Art. 10.txt","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\PREVIDENCIÁRIO","Art. 10.txt",".txt"
"721","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\SEMINÁRIO 9\Saint-Just, Espírito (p.97-8).pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\SEMINÁRIO 9","Saint-Just, Espírito (p.97-8).pdf",".pdf"
"722","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Certidão Cível Unificada - Justiça Federal.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE","Certidão Cível Unificada - Justiça Federal.pdf",".pdf"
"723","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\IRPF\2025\Câmara dos Deputados.pdf","03 - Financeiro\IRPF\2025","Câmara dos Deputados.pdf",".pdf"
"724","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\CAROL\Legado\NOV_2022.docx","03 - Financeiro\CONTAS\CAROL\Legado","NOV_2022.docx",".docx"
"725","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\PROCESSOS\Azul\Procuração - Anne Catherine.docx","05 - Jurídico e trabalho\PROCESSOS\Azul","Procuração - Anne Catherine.docx",".docx"
"726","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\SENADO - laudo pericial do impeachment_OCR_até pág. 86_compressed.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF","SENADO - laudo pericial do impeachment_OCR_até pág. 86_compressed.pdf",".pdf"
"727","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Processo seletivo - Doutorado - 2023\Projeto de pesquisa.pdf","06 - Estudos, concursos e leitura\TESE\Processo seletivo - Doutorado - 2023","Projeto de pesquisa.pdf",".pdf"
"728","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\13.23%\PETIÇÃO INICIAL.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\13.23%","PETIÇÃO INICIAL.pdf",".pdf"
"729","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS\Campinas\Rodoviário - 21_1_2025.pdf","07 - Viagens\VIAGENS\Campinas","Rodoviário - 21_1_2025.pdf",".pdf"
"730","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\SENHAS\Minha Claro + Now.txt","10 - Tecnologia e dispositivos\SENHAS","Minha Claro + Now.txt",".txt"
"731","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Simulação.pdf","04 - Imóveis\MYKONOS","Simulação.pdf",".pdf"
"732","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA\Inicial.docx","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA","Inicial.docx",".docx"
"733","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\SEMINÁRIOS 2 e 3\GUSMÃO, Alexandre de - Cartas.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\HISTÓRIA DO DIREITO PÚBLICO\SEMINÁRIOS 2 e 3","GUSMÃO, Alexandre de - Cartas.pdf",".pdf"
"734","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL\Resol-SMA-081-2017_estabelece-nexo-causal-na-fiscalizacao-e-autuacao-do-uso-irregular-de-fogo-em-area-agropastoril.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP\AMBIENTAL","Resol-SMA-081-2017_estabelece-nexo-causal-na-fiscalizacao-e-autuacao-do-uso-irregular-de-fogo-em-area-agropastoril.pdf",".pdf"
"735","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\AGU\Comprovante de pgmto (2).pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\AGU","Comprovante de pgmto (2).pdf",".pdf"
"736","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações\2022.00.000018247-3 (2).docx","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\Despachos e Informações","2022.00.000018247-3 (2).docx",".docx"
"737","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\Aluguéis\Pgmto (17).pdf","04 - Imóveis\APTO 409 SUL\Aluguéis","Pgmto (17).pdf",".pdf"
"738","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS\Relatorios.Calculo.Envelope_de_Pagamento.Grafico_-_2_Colunas168384578Empresa = 165_Filial = 1_Contrato do Empregado = 14931.pdf","04 - Imóveis\MYKONOS","Relatorios.Calculo.Envelope_de_Pagamento.Grafico_-_2_Colunas168384578Empresa = 165_Filial = 1_Contrato do Empregado = 14931.pdf",".pdf"
"739","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MATERIAIS DE REVISÃO\Poder Constituinte.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MATERIAIS DE REVISÃO","Poder Constituinte.pdf",".pdf"
"740","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MATERIAIS DE REVISÃO\Aula - CPI.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MATERIAIS DE REVISÃO","Aula - CPI.pdf",".pdf"
"741","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE\IPVA e Licenciamento\Licenciamento 2022.pdf","08 - Veículos\CRUZE\IPVA e Licenciamento","Licenciamento 2022.pdf",".pdf"
"742","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE\Comprovante de rendimentos pagos - MAURÍCIO.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\EXAMES e POSSE","Comprovante de rendimentos pagos - MAURÍCIO.pdf",".pdf"
"743","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\PREVIDENCIÁRIO\DOD - Jurisprudência em teses 1.txt","06 - Estudos, concursos e leitura\1_CONCURSOS\MPF\PREVIDENCIÁRIO","DOD - Jurisprudência em teses 1.txt",".txt"
"744","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS\NANDY_Ashis_The_Intimate_Enemy(compactado-Smallpdf).pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\FILOSOFIA POLÍTICA E DIREITO CONSTITUCIONAL\TEXTOS","NANDY_Ashis_The_Intimate_Enemy(compactado-Smallpdf).pdf",".pdf"
"745","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\NOGUEIRA, Ary Jorge Aguiar - Judicialização da competição eleitoral municipal.grifado.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio","NOGUEIRA, Ary Jorge Aguiar - Judicialização da competição eleitoral municipal.grifado.pdf",".pdf"
"746","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\CONLE\STs\Resoluções\COMPARATIVO_Res.-TSE 23.607_2019 - prestação de contas_RED_FINAL.docx","05 - Jurídico e trabalho\CONLE\STs\Resoluções","COMPARATIVO_Res.-TSE 23.607_2019 - prestação de contas_RED_FINAL.docx",".docx"
"747","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL\Aluguéis\Pgmto (27).pdf","04 - Imóveis\APTO 409 SUL\Aluguéis","Pgmto (27).pdf",".pdf"
"748","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\IRPF\2025\Carol\MEIRA CLINICA MEDICA LTDA ME.pdf","03 - Financeiro\IRPF\2025\Carol","MEIRA CLINICA MEDICA LTDA ME.pdf",".pdf"
"749","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(8) Palestra de 10.11.2020\Relatório 7 - Seminário TSE Ações AfirmativasD.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO ELEITORAL\(8) Palestra de 10.11.2020","Relatório 7 - Seminário TSE Ações AfirmativasD.pdf",".pdf"
"750","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Internacional\Merloe 2016.pdf","06 - Estudos, concursos e leitura\TESE\GRUPO TSE\Internacional","Merloe 2016.pdf",".pdf"
"751","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\SEDEG\Planning a Power BI Enterprise Deployment - whitepaper.pdf","05 - Jurídico e trabalho\TSE\SEDEG","Planning a Power BI Enterprise Deployment - whitepaper.pdf",".pdf"
"752","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MATERIAIS DE REVISÃO\Direito Constitucional.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MATERIAIS DE REVISÃO","Direito Constitucional.pdf",".pdf"
"753","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Termo de autorização.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO","Termo de autorização.pdf",".pdf"
"754","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\GRUPO TSE\Adjudicação\Todd A. Eisenstadt - Courting Democracy in Mexico_ Party Strategies and Electoral Institutions (2003).pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\GRUPO TSE\Adjudicação","Todd A. Eisenstadt - Courting Democracy in Mexico_ Party Strategies and Electoral Institutions (2003).pdf",".pdf"
"755","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\Pesquisa de aluguel (2).pdf","03 - Financeiro\CONTAS","Pesquisa de aluguel (2).pdf",".pdf"
"756","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Diplomata - Requerimento de dispensa (1).pdf","05 - Jurídico e trabalho\TSE","Diplomata - Requerimento de dispensa (1).pdf",".pdf"
"757","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Porto Seguro - Portal dos clientes.pdf","04 - Imóveis\POUPEX","Porto Seguro - Portal dos clientes.pdf",".pdf"
"758","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\MAPAS DA LULU\Regime+Jurídico+Unico+(Lei+8.112_90)+-+Todos+os+Mapas.pdf","06 - Estudos, concursos e leitura\MAPAS DA LULU","Regime+Jurídico+Unico+(Lei+8.112_90)+-+Todos+os+Mapas.pdf",".pdf"
"759","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\SENHAS\Loungekey.txt","10 - Tecnologia e dispositivos\SENHAS","Loungekey.txt",".txt"
"760","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\SEGUROS\Resumo da apólice Prudential.pdf","03 - Financeiro\SEGUROS","Resumo da apólice Prudential.pdf",".pdf"
"761","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\CAROL\Legado\SET_2023.docx","03 - Financeiro\CONTAS\CAROL\Legado","SET_2023.docx",".docx"
"762","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Temas Quentes para Fase Escrita\Direito Tributário.txt","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Temas Quentes para Fase Escrita","Direito Tributário.txt",".txt"
"763","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS\50 Anos Depois - Chico Xavier.pdf","09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS","50 Anos Depois - Chico Xavier.pdf",".pdf"
"764","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD\REVISTA30242.pdf","06 - Estudos, concursos e leitura\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\DIREITO TRIBUTÁRIO - EaD","REVISTA30242.pdf",".pdf"
"765","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA\Alegações Finais.docx","06 - Estudos, concursos e leitura\1_CONCURSOS\CD\MANDADO DE SEGURANÇA","Alegações Finais.docx",".docx"
"766","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\Porto Seguro_comprovante_de_pgtmo.pdf","03 - Financeiro\CONTAS","Porto Seguro_comprovante_de_pgtmo.pdf",".pdf"
"767","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas de Sentença\arvore_criminal_impressao.docx","06 - Estudos, concursos e leitura\1_CONCURSOS\TRF6\Provas de Sentença","arvore_criminal_impressao.docx",".docx"
"768","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)\Termo de Referência 2022 (3).pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\AGEL\TERMO DE REFERÊNCIA (TR)","Termo de Referência 2022 (3).pdf",".pdf"
"769","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 216 NORTE\IPTU 2016\Anexo sem título 00314 - Venc 13_09.pdf","04 - Imóveis\APTO 216 NORTE\IPTU 2016","Anexo sem título 00314 - Venc 13_09.pdf",".pdf"
"770","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\2013\VIEIRA, Tarcísio - Direito Público em evolução.pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Disciplinas (créditos)\MATERIAIS TARCÍCIO VIEIRA (Graduação)\2013","VIEIRA, Tarcísio - Direito Público em evolução.pdf",".pdf"
"771","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\CONLE\PROMPTs CONLE\Prompt explicação de Emenda.rtf","05 - Jurídico e trabalho\CONLE\PROMPTs CONLE","Prompt explicação de Emenda.rtf",".rtf"
"772","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\CD\Resultado Final.pdf","06 - Estudos, concursos e leitura\1_CONCURSOS\CD","Resultado Final.pdf",".pdf"
"773","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES\PARANHOS, Ranulfo e outros - O que é que a judicialização eleitoral tem (pergunta).pdf","05 - Jurídico e trabalho\TSE\ONE DRIVE\Documentos\TESE\Bibliografia de apoio\Judicialização\DAS ELEIÇÕES","PARANHOS, Ranulfo e outros - O que é que a judicialização eleitoral tem (pergunta).pdf",".pdf"
"774","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\BRB\Simulação BRB em 25_2_2025.pdf","03 - Financeiro\BRB","Simulação BRB em 25_2_2025.pdf",".pdf"
"775","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\IRPF\2024\CAROL\Shirley.pdf","03 - Financeiro\IRPF\2024\CAROL","Shirley.pdf",".pdf"
