partido,categoria,pagina,arquivo_pdf,fonte_texto_usada,trecho
PSDB,orgao_movimento_mulheres_ou_violencia_politica,5,Estatutos/06_PSDB/001_Estatuto_do_Partido_de_5_6_2025_PDF_aprovado_em_7_10_2025.pdf,Estatutos/_analise_notion/PSDB_estatuto_atual_ocr.txt,". São direitos dos filiados: I - participar ativamente da vida do Partido e de suas atividades, utilizando-se dos serviços colocados à disposição; Il - participar do processo de decisão partidária, manifestar seus pontos de vista nas reuniões, denunciar irregularidades ou defender-se de acusações ou punições; Ill - votar e ser votado para os órgãos do Partido; IV- lutar contra as violações da democracia partidária, dos princípios programáticos e das normas estatutárias; V ser tratado com urbanidade e ter respeitadas sua situação socioeconômica, identidade de gênero, cor, raça, religião, idade, estado civil e capacidade civil. § 1º. Somente poderá votar e ser votado o filiado que contar, no mínimo, 6 (seis) meses de filiação. § 2°. O prazo a que se refere o § 1º fica também reduzido para o mínimo de 30 (trinta) dias quando se tratar de filiação de titulares de mandatos eletivos ou de personalidades de notória expressão política, assim reconhecida pela Comissão Executiva imediatamente superior, assegurados todos os direitos de filiado. § 3º. Nenhum cidadão poderá ser escolhido como candidato do Partido a qualquer cargo eletivo se não estiver filiado há, no mínimo, 6 (seis) meses antes da data fixada para a realização das e"
PSDB,orgao_movimento_mulheres_ou_violencia_politica,6,Estatutos/06_PSDB/001_Estatuto_do_Partido_de_5_6_2025_PDF_aprovado_em_7_10_2025.pdf,Estatutos/_analise_notion/PSDB_estatuto_atual_ocr.txt,"VII - pagar pontualmente a contribuição financeira estabelecida, na forma regulada neste Estatuto e em resoluções dos Diretórios Zonal, Municipal, Estadual e Nacional, e participar das campanhas de arrecadação de fundos para o Partido. VIII- cumprir com exação as suas funções nos órgãos partidários para os quais tenha sido eleito; IX - comparecer, quando convocado, para elucidar fatos em procedimentos disciplinares; X -zelar pelo direito de participação política igualitária da mulher, vedada qualquer discriminação ou desigualdade de tratamento em virtude de gênero no acesso às instâncias de representação política, internas e externas, ou ainda no exercício de suas funções públicas. § 1º. Considera-se violência contra a mulher toda ação, conduta ou omissão com a finalidade de impedir, obstaculizar ou restringir os direitos políticos da mulher. § 2º. Constituem igualmente atos de violência política contra a mulher qualquer distinção, exclusão ou restrição no reconhecimento, gozo ou exercício de seus direitos e de suas liberdades políticas fundamentais, em virtude do sexo, ou em razão de sua cor, raça ou etnia. § 3°. Os filiados detentores de mandato eletivo"
PSDB,orgao_movimento_mulheres_ou_violencia_politica,6,Estatutos/06_PSDB/001_Estatuto_do_Partido_de_5_6_2025_PDF_aprovado_em_7_10_2025.pdf,Estatutos/_analise_notion/PSDB_estatuto_atual_ocr.txt,"e Estatuto e em resoluções dos Diretórios Zonal, Municipal, Estadual e Nacional, e participar das campanhas de arrecadação de fundos para o Partido. VIII- cumprir com exação as suas funções nos órgãos partidários para os quais tenha sido eleito; IX - comparecer, quando convocado, para elucidar fatos em procedimentos disciplinares; X -zelar pelo direito de participação política igualitária da mulher, vedada qualquer discriminação ou desigualdade de tratamento em virtude de gênero no acesso às instâncias de representação política, internas e externas, ou ainda no exercício de suas funções públicas. § 1º. Considera-se violência contra a mulher toda ação, conduta ou omissão com a finalidade de impedir, obstaculizar ou restringir os direitos políticos da mulher. § 2º. Constituem igualmente atos de violência política contra a mulher qualquer distinção, exclusão ou restrição no reconhecimento, gozo ou exercício de seus direitos e de suas liberdades políticas fundamentais, em virtude do sexo, ou em razão de sua cor, raça ou etnia. § 3°. Os filiados detentores de mandato eletivo ou investidos em cargos de confiança na administração pública, direta ou indireta, deverão exercê-los com probidade, fidelidade aos princípios programáti"
PSDB,fundo_partidario_programas_mulheres_5pct,29,Estatutos/06_PSDB/001_Estatuto_do_Partido_de_5_6_2025_PDF_aprovado_em_7_10_2025.pdf,Estatutos/_analise_notion/PSDB_estatuto_atual_ocr.txt,"l de Pessoa Jurídica - CNPJ, não respondendo os Diretórios Estaduais e Nacional por dívidas dos Diretórios Municipais, nem o Nacional por dívidas dos Diretórios Estaduais. Art. 111. Os recursos oriundos do Fundo Partidário devem ter a seguinte destinação: T— manutenção das sedes, de equipamentos, dos serviços de qualquer natureza, e no pagamento de pessoal, este último no máximo permitido por lei; TI — aquisição de equipamentos; III — propaganda doutrinária e política; IV — alistamento e campanhas eleitorais: V —nos programas de promoção e difusão da participação política das mulheres, respeitado o mínimo de cinco por cento ou outro percentual que a lei venha a estipular; VI — outros órgãos setoriais do Partido; VII — manutenção do Instituto Teotônio Vilela para fins de divulgação, pesquisa, doutrinação, política e educação, no valor mínimo de vinte por cento do total recebido do Fundo Partidário ou outro percentual que a lei venha a estipular; e VIII — entre os órgãos executivos estaduais, a critério e conforme estratégia politica-eleitoral da Comissão Executiva Nacional e, desde que preencham os seguintes requisitos: a) estejam em dia com sua prestação de contas perante a Justiça Eleitoral e aptos para o recebimento; P"
PSDB,fundo_partidario_programas_mulheres_5pct,29,Estatutos/06_PSDB/001_Estatuto_do_Partido_de_5_6_2025_PDF_aprovado_em_7_10_2025.pdf,Estatutos/_analise_notion/PSDB_estatuto_atual_ocr.txt,"ectiva destinação, juntamente com o balanço contábil, nos termos das disposições legais vigentes, deste Estatuto e das instruções do Tribunal Superior Eleitoral. § 5° Os Diretórios Municipais, Estaduais e Nacional possuem administração financeira e de pessoal independente, devendo ter o registro próprio no Cadastro Nacional de Pessoa Jurídica - CNPJ, não respondendo os Diretórios Estaduais e Nacional por dívidas dos Diretórios Municipais, nem o Nacional por dívidas dos Diretórios Estaduais. Art. 111. Os recursos oriundos do Fundo Partidário devem ter a seguinte destinação: T— manutenção das sedes, de equipamentos, dos serviços de qualquer natureza, e no pagamento de pessoal, este último no máximo permitido por lei; TI — aquisição de equipamentos; III — propaganda doutrinária e política; IV — alistamento e campanhas eleitorais: V —nos programas de promoção e difusão da participação política das mulheres, respeitado o mínimo de cinco por cento ou outro percentual que a lei venha a estipular; VI — outros órgãos setoriais do Partido; VII — manutenção do Instituto Teotônio Vilela para fins de divulgação, pesquisa, doutrinação, política e educação, no valor mínimo de vinte por cento do total recebido do Fundo Partidário ou out"
AGIR,orgao_movimento_mulheres_ou_violencia_politica,17,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"Num. 157074473 - Pág. 16 Assinado eletronicamente por: JUAN VITOR BALDUINO NOGUEIRA - 01/12/2021 18:48:10 https://pje.tse.jus.br/pje/Processo/ConsultaDocumento/listView.seam?x=21120118480945900000155772066 Número do documento: 21120118480945900000155772066 AGIR 165725 Pessoas Jurídicos I- Incentivar a participação política de jovens visando à ampliação dê quadros do partido e a formação de novas lideranças. Art. 32º - AGIR mulher, órgão de apoio subordinado diretamente a Comissão Executiva da sua circunscrição, composta por 1 (um) mulher, designada pelo órgão ao qual é subordinado, tendo como finalidade precípua: I - Incentivar a participação política de mulheres, proporcionando meios para a capacitação de mulheres, visando à formação de lideranças nas áreas públicas e privadas e no exercício do mandato eletivo. CAPÍTULO IX - DO FUNCIONAMENTO PARLAMENTAR Art. 33º - O Partido funcionará no Senado Federal, na Câmara dos Deputados, nas Assembleias Legislativas e nas Câmaras Municipais de Vereadores através de suas banc"
AGIR,orgao_movimento_mulheres_ou_violencia_politica,17,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"nicamente por: JUAN VITOR BALDUINO NOGUEIRA - 01/12/2021 18:48:10 https://pje.tse.jus.br/pje/Processo/ConsultaDocumento/listView.seam?x=21120118480945900000155772066 Número do documento: 21120118480945900000155772066 AGIR 165725 Pessoas Jurídicos I- Incentivar a participação política de jovens visando à ampliação dê quadros do partido e a formação de novas lideranças. Art. 32º - AGIR mulher, órgão de apoio subordinado diretamente a Comissão Executiva da sua circunscrição, composta por 1 (um) mulher, designada pelo órgão ao qual é subordinado, tendo como finalidade precípua: I - Incentivar a participação política de mulheres, proporcionando meios para a capacitação de mulheres, visando à formação de lideranças nas áreas públicas e privadas e no exercício do mandato eletivo. CAPÍTULO IX - DO FUNCIONAMENTO PARLAMENTAR Art. 33º - O Partido funcionará no Senado Federal, na Câmara dos Deputados, nas Assembleias Legislativas e nas Câmaras Municipais de Vereadores através de suas bancadas. I - O líder é eleito pela bancada mediante voto aberto e maioria simples. 8 1º - Por iniciativa própria, sempre que julgar necessário, ou mediante proposta do líder da bancada ou de no mínimo 1/3 (um terço) de seus membros, poderá o Diretório"
AGIR,orgao_movimento_mulheres_ou_violencia_politica,17,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"45900000155772066 Número do documento: 21120118480945900000155772066 AGIR 165725 Pessoas Jurídicos I- Incentivar a participação política de jovens visando à ampliação dê quadros do partido e a formação de novas lideranças. Art. 32º - AGIR mulher, órgão de apoio subordinado diretamente a Comissão Executiva da sua circunscrição, composta por 1 (um) mulher, designada pelo órgão ao qual é subordinado, tendo como finalidade precípua: I - Incentivar a participação política de mulheres, proporcionando meios para a capacitação de mulheres, visando à formação de lideranças nas áreas públicas e privadas e no exercício do mandato eletivo. CAPÍTULO IX - DO FUNCIONAMENTO PARLAMENTAR Art. 33º - O Partido funcionará no Senado Federal, na Câmara dos Deputados, nas Assembleias Legislativas e nas Câmaras Municipais de Vereadores através de suas bancadas. I - O líder é eleito pela bancada mediante voto aberto e maioria simples. 8 1º - Por iniciativa própria, sempre que julgar necessário, ou mediante proposta do líder da bancada ou de no mínimo 1/3 (um terço) de seus membros, poderá o Diretório fechar questão sobre determinada proposição em exame no Legislativo respectivo, mediante manifestação da maioria, sujeitando-se às sanções previstas"
AGIR,orgao_movimento_mulheres_ou_violencia_politica,17,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"Pág. 16 Assinado eletronicamente por: JUAN VITOR BALDUINO NOGUEIRA - 01/12/2021 18:48:10 https://pje.tse.jus.br/pje/Processo/ConsultaDocumento/listView.seam?x=21120118480945900000155772066 Número do documento: 21120118480945900000155772066 AGIR 165725 Pessoas Jurídicos I- Incentivar a participação política de jovens visando à ampliação dê quadros do partido e a formação de novas lideranças. Art. 32º - AGIR mulher, órgão de apoio subordinado diretamente a Comissão Executiva da sua circunscrição, composta por 1 (um) mulher, designada pelo órgão ao qual é subordinado, tendo como finalidade precípua: I - Incentivar a participação política de mulheres, proporcionando meios para a capacitação de mulheres, visando à formação de lideranças nas áreas públicas e privadas e no exercício do mandato eletivo. CAPÍTULO IX - DO FUNCIONAMENTO PARLAMENTAR Art. 33º - O Partido funcionará no Senado Federal, na Câmara dos Deputados, nas Assembleias Legislativas e nas Câmaras Municipais de Vereadores através de suas bancadas. I - O líder é eleito pela bancada mediante voto aberto e maioria simples. 8 1º - Por iniciativa própria, sempre que julgar necessário, ou mediante proposta do líder da bancada ou de no mínimo 1/3 (um terço) de seus membr"
AGIR,fundo_partidario_programas_mulheres_5pct,21,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"ros partidos políticos, respeitand o que dispõe o Parágrafo Primeiro deste Artigo. 84º - O não cumprimento do disposto no 81º deste Artigo acarretará a nulidade da respectiva convenção e a dissolução do Órgão Diretivo Partidário responsável pela realização da convenção. Art. 42º - Os recursos do Fundo Partidário serão administrados pela Executiva Nacional e aplicados respeitando-se os seguintes critérios: I - 20% (vinte por cento) do total recebido serão destinados à Fundação de pesquisa e educação política. II - 75% (setenta e cinco por cento) para o Diretório e Comissão Executiva Nacional para o custeio da manutenção das Sedes e serviços do Partido e para o custeio de Propaganda Política. III - 5% (cinco por cento) na criação e manutenção de programas de promoção e difusão da participação política das mulheres. IV - A Comissão Executiva Nacional repassará até 5% dos recursos de que trata o inciso II deste artigo, aos Diretórios Regionais. V - A Comissão Executiva Nacional repassará até 3% dos recursos de que se trata o inciso II deste artigo, aos Diretórios Municipais. VI- O AGIR, a critério exclusivo de sua Comissão Executiva Nacional, poderá distribuir diretamente a seus filiados, candidatos a cargos eletivos, recurs"
AGIR,fundo_partidario_programas_mulheres_5pct,21,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"ealização da convenção. Art. 42º - Os recursos do Fundo Partidário serão administrados pela Executiva Nacional e aplicados respeitando-se os seguintes critérios: I - 20% (vinte por cento) do total recebido serão destinados à Fundação de pesquisa e educação política. II - 75% (setenta e cinco por cento) para o Diretório e Comissão Executiva Nacional para o custeio da manutenção das Sedes e serviços do Partido e para o custeio de Propaganda Política. III - 5% (cinco por cento) na criação e manutenção de programas de promoção e difusão da participação política das mulheres. IV - A Comissão Executiva Nacional repassará até 5% dos recursos de que trata o inciso II deste artigo, aos Diretórios Regionais. V - A Comissão Executiva Nacional repassará até 3% dos recursos de que se trata o inciso II deste artigo, aos Diretórios Municipais. VI- O AGIR, a critério exclusivo de sua Comissão Executiva Nacional, poderá distribuir diretamente a seus filiados, candidatos a cargos eletivos, recursos da conta corrente nº 35.956-4, agência 0452-9 do Banco do Brasil. VII - Na prestação de contas dos Órgãos de Direção Partidária de qualquer nível devem ser discriminadas as despesas realizadas com recursos do Fundo Partidário, de modo a permiti"
MOBILIZA,orgao_movimento_mulheres_ou_violencia_politica,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,". § ÚNICO - As REGRAS PARA O REGULAR FUNCIONAMENTO DO CONSELHO, SERÃO FIXADAS POR RESOLUÇÃO DA Executiva Nacional. SEÇÃO IV - DOS departamentos e secretarias Art. 76 - Fica autorizado, a critério da Executiva Nacional, que lhes fixará a competência, a criação de DEPARTAMENTOS QUE DESENVOLVERÃO ATIVIDADES ESPECÍFICAS E VINCULADAS A DETERMINADO SETOR OU ATIVIDADE, GRUPAMENTO SOCIAL OU ETARIO. § ÚNICO - As REGRAS PARA O REGULAR FUNCIONAMENTO DOS DEPARTAMENTOS, SERÃO FIXADAS POR RESOLUÇÃO DA Executiva Nacional. Art. 76-A-a Secretaria Nacional das Mulheres ê órgão destinado a criação e manutenção de programas DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA DAS MULHERES, SENDO QUE. § PRIMEIRO - A Secretaria será designada ad nutum pela Executiva Nacional e será composta de uma Presidente, uma Secretária e uma Tesoureira; § SEGUNDO - Compete ã Presidente e A Tesoureira, assinar em conjunto cheques em conta especifica para ESTE FIM, TÍTULOS OU OUTROS DOCUMENTOS QUE IMPLIQUEM EM RESPONSABILIDADES FINANCEIRAS DA SECRETARIA; § TERCEIRO - Deve elaborar anualmente orçamento de gastos, LIMITADOS À ARRECADAÇÃO PREVISTA E SUJEITO Ã APROVAÇÃO DA EXECUTIVA NACIONAL; § QUARTO - É VEDADA QUALQUER CONTRATAÇÃO PARA EXECUÇÃO DE PROJETOS E PROGR"
MOBILIZA,orgao_movimento_mulheres_ou_violencia_politica,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"IV - DOS departamentos e secretarias Art. 76 - Fica autorizado, a critério da Executiva Nacional, que lhes fixará a competência, a criação de DEPARTAMENTOS QUE DESENVOLVERÃO ATIVIDADES ESPECÍFICAS E VINCULADAS A DETERMINADO SETOR OU ATIVIDADE, GRUPAMENTO SOCIAL OU ETARIO. § ÚNICO - As REGRAS PARA O REGULAR FUNCIONAMENTO DOS DEPARTAMENTOS, SERÃO FIXADAS POR RESOLUÇÃO DA Executiva Nacional. Art. 76-A-a Secretaria Nacional das Mulheres ê órgão destinado a criação e manutenção de programas DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA DAS MULHERES, SENDO QUE. § PRIMEIRO - A Secretaria será designada ad nutum pela Executiva Nacional e será composta de uma Presidente, uma Secretária e uma Tesoureira; § SEGUNDO - Compete ã Presidente e A Tesoureira, assinar em conjunto cheques em conta especifica para ESTE FIM, TÍTULOS OU OUTROS DOCUMENTOS QUE IMPLIQUEM EM RESPONSABILIDADES FINANCEIRAS DA SECRETARIA; § TERCEIRO - Deve elaborar anualmente orçamento de gastos, LIMITADOS À ARRECADAÇÃO PREVISTA E SUJEITO Ã APROVAÇÃO DA EXECUTIVA NACIONAL; § QUARTO - É VEDADA QUALQUER CONTRATAÇÃO PARA EXECUÇÃO DE PROJETOS E PROGRAMAS ALHEIOS AO PREVISTO NO CAPUT DESTE ARTIGO; § QUINTO - Prestar contas mensalmente A Executiva Nacional do partido, n"
MOBILIZA,orgao_movimento_mulheres_ou_violencia_politica,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"OS QUE IMPLIQUEM EM RESPONSABILIDADES FINANCEIRAS DA SECRETARIA; § TERCEIRO - Deve elaborar anualmente orçamento de gastos, LIMITADOS À ARRECADAÇÃO PREVISTA E SUJEITO Ã APROVAÇÃO DA EXECUTIVA NACIONAL; § QUARTO - É VEDADA QUALQUER CONTRATAÇÃO PARA EXECUÇÃO DE PROJETOS E PROGRAMAS ALHEIOS AO PREVISTO NO CAPUT DESTE ARTIGO; § QUINTO - Prestar contas mensalmente A Executiva Nacional do partido, na forma determinada na LEGISLAÇÃO VIGENTE. OS DOCUMENTOS DEVEM SER ENCAMINHADOS ATÉ O DÉCIMO DIA ÚTIL DO MÊS SUBSEQUENTE; § SEXTO - As Secretarias de Mulheres Estaduais e Municipais serão designadas pelas direções Estaduais E Municipais do partido, respectivamente, e seguirão as orientações da Secretaria Nacional das Mulheres. CAPÍTULO V DA AÇÃO parlamentar Página 22 de 26"
MOBILIZA,orgao_movimento_mulheres_ou_violencia_politica,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"RA O REGULAR FUNCIONAMENTO DO CONSELHO, SERÃO FIXADAS POR RESOLUÇÃO DA Executiva Nacional. SEÇÃO IV - DOS departamentos e secretarias Art. 76 - Fica autorizado, a critério da Executiva Nacional, que lhes fixará a competência, a criação de DEPARTAMENTOS QUE DESENVOLVERÃO ATIVIDADES ESPECÍFICAS E VINCULADAS A DETERMINADO SETOR OU ATIVIDADE, GRUPAMENTO SOCIAL OU ETARIO. § ÚNICO - As REGRAS PARA O REGULAR FUNCIONAMENTO DOS DEPARTAMENTOS, SERÃO FIXADAS POR RESOLUÇÃO DA Executiva Nacional. Art. 76-A-a Secretaria Nacional das Mulheres ê órgão destinado a criação e manutenção de programas DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA DAS MULHERES, SENDO QUE. § PRIMEIRO - A Secretaria será designada ad nutum pela Executiva Nacional e será composta de uma Presidente, uma Secretária e uma Tesoureira; § SEGUNDO - Compete ã Presidente e A Tesoureira, assinar em conjunto cheques em conta especifica para ESTE FIM, TÍTULOS OU OUTROS DOCUMENTOS QUE IMPLIQUEM EM RESPONSABILIDADES FINANCEIRAS DA SECRETARIA; § TERCEIRO - Deve elaborar anualmente orçamento de gastos, LIMITADOS À ARRECADAÇÃO PREVISTA E SUJEITO Ã APROVAÇÃO DA EXECUTIVA NACIONAL; § QUARTO - É VEDADA QUALQUER CONTRATAÇÃO PARA EXECUÇÃO DE PROJETOS E PROGRAMAS ALHEIOS AO PREVISTO"
MOBILIZA,fundo_partidario_programas_mulheres_5pct,26,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"TRIBUIÇÃO DOS RECURSOS ORIUNDOS 1 6 5 1 ^ 8 DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS POLÍTICOS jyf1(116» ART 83 - Os RECURSOS ORIUNDOS DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS ÍdLITICÒS kÉCEBIDOS PELA DIREÇÃO Nacional, serão distribuídos pela tesouraria geral, da seguinte forma: A) - 45% (QUARENTA É CINCO POR CENTO) SERÃO MANTIDOS NA TESOURARIA NACIONAL PARA UTILIZAÇÃO CONFORME orçamento; B)- 20% (VINTE POR CENTO) SERÃO REPASSADOS AO ÍNSTITUTO OU A FUNDAÇÃO JUSCELINO KUBITSCHEK, CONFORME PREVISÃO estatutária; o- 5% (CINCO POR CENTO) SERÃO REPASSADOS PARA A CONTA ESPECÍFICA DA SECRETARIA NACIONAL DA MULHERES; D)- 20% (VINTE POR CENTO) ÃS DIREÇÕES ESTADUAIS, APTAS NO MOMENTO DA DISTRIBUIÇÃO, PROPORCIONAL AO RESULTADO OBTIDO PARA A CÂMARA FEDERAL E)- 10% (DEZ POR CENTO) ÃS DIREÇÕES MUNICIPAIS, APTAS NO MOMENTO DA DISTRIBUIÇÃO, PROPORCIONAL AO RESULTADO OBTIDO PARA A CÂMARA FEDERAL. S riNlCO - É VEDADO A CONTABILIZAÇÃO DE QUALQUER RECEBIMENTO OU DISPÉNDIO REFERENTE Ã FUNDAÇÃO JUSCELINO KUBITSCHEK, QUE PRESTARÁ SUAS CONTAS AO ÓRGÃO DO MINISTÉRIO PUBLICO RESPONSÁVEL PE FISCALIZAÇÃO DAS FUNDAÇÕES E DOS INSTITUTOS. TÍTULO V DAS DISPOSIÇÕES GERAIS E TRANSITÓRIAS CAPÍTULO I DAS DISPOSIÇÕES GERAIS SEÇÃO I - DAS DISPOSIÇÕ"
CIDADANIA,reserva_ou_paridade_genero_direcao,6,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"Ofcie de Basa DF [Nº do Protocolo é Registro 167501 CAPITULO II - DAS DIRETRIZES DAS ELEIÇÕES INTERNAS:ssoas Jurídicas Art. 14 - As eleições internas, em qualquer instância partidária, observarão as seguintes diretrizes: 1 - Assegura-se a possibilidade de candidatura a todos os filiados quites com suas obrigações e no pleno exercício dos seus direitos; Il - Para a composição de todas as instâncias de funcionamento do partido deve ser observada a proporcionalidade por gênero de, no mínimo 30% (trinta por cento) e no máximo 70% (setenta por cento). IIL - A apresentação de chapas para disputa será garantida a um conjunto de, pelo menos, 10% (dez por cento) dos votantes, não sendo permitido a um filiado integrar mais de uma chapa; IV - Não serão permitidos votos cumulativos, nem por procuração ou por correspondência; V - O voto será aberto, salvo por decisão da maioria absoluta em sentido contrário: VI - Na composição dos Diretórios eleitos, em todas as instâncias, será obrigatório o critério de proporcionalidade, beneficiando as chapas que obtiverem acima de 10% (dez por ce"
CIDADANIA,orgao_movimento_mulheres_ou_violencia_politica,2,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"o regime participativo, representativo e democrático, baseado no pluralismo político, na transparência como mecanismo de controle social e no protagonismo da sociedade civil e seus movimentos, assim como na garantia e na defesa da liberdade e dos demais direitos fundamentais da pessoa humana. Art. 3º - O CIDADANIA defende o Estado laico e se dedica a promover igualdade de oportunidades para todos os que residem no Brasil, independentemente da nacionalidade, a combater as diferentes formas de preconceito e discriminação, afirmando o compromisso com a participação cidadã de todos os segmentos da sociedade, incluindo mulheres, negros, indígenas, LGBTI+, pessoas com deficiência, idosos e jovens. Art. 4º - O CIDADANIA se compromete com o combate à pobreza ¢ às desigualdades sociais, com o acesso universal à educação como principal vetor da cidadania, com a responsabilidade fiscal e com a sustentabilidade, nas suas dimensões econômica, ambiental e social. Art. 5º - No plano internacional, o CIDADANIA reafirma o seu compromisso com a defesa da Declaração Universal dos Direitos Humanos, de resoluções pacíficas para conflitos mundiais, da autodeterminação dos povos e do fortalecimento da ONU e de outros fóruns e instituições inte"
CIDADANIA,orgao_movimento_mulheres_ou_violencia_politica,4,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"resses do partido ou da coletividade, à sua respectiva instância ou à mais abrangente; VI - Expressar, publicamente e sobre quaisquer questões, a sua opinião sobre as Resoluções partidárias, mesmo que divergente; VII - Participar pessoalmente das discussões e deliberações destinadas a avaliar suas atitudes e opiniões; VIII - Ter respeitada a sua situação socioeconômica e suas condições de cor, etnia, idade, estado e capacidade civil, de ser pessoa com deficiência, bem como sua opção de credo religioso, livre orientação sexual e identidade de gênero. Art. 11 - São deveres dos filiados: 1 - Respeitar, cumprir e fazer cumprir a Constituição da República, a legislação, o Estatuto, o Código de Ética, as Resoluções e o programa do partido; Il - Comparecer às reuniões e atividades partidárias, apoiando e empenhando-se publicamente nas campanhas eleitorais dos candidatos do partido, assim como de outras iniciativas, da mesma instância ou de instâncias superiores; II - Manter conduta ética, pessoal e profissional, compatível com as responsabilidades partidárias, particularmente no exercício de mandato eletivo e de função pública; IV - Contribuir financeiramente com R$ 20,00 (vinte reais) por ano, impreterivelmente até o dia 20 de"
CIDADANIA,orgao_movimento_mulheres_ou_violencia_politica,4,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"tividade, à sua respectiva instância ou à mais abrangente; VI - Expressar, publicamente e sobre quaisquer questões, a sua opinião sobre as Resoluções partidárias, mesmo que divergente; VII - Participar pessoalmente das discussões e deliberações destinadas a avaliar suas atitudes e opiniões; VIII - Ter respeitada a sua situação socioeconômica e suas condições de cor, etnia, idade, estado e capacidade civil, de ser pessoa com deficiência, bem como sua opção de credo religioso, livre orientação sexual e identidade de gênero. Art. 11 - São deveres dos filiados: 1 - Respeitar, cumprir e fazer cumprir a Constituição da República, a legislação, o Estatuto, o Código de Ética, as Resoluções e o programa do partido; Il - Comparecer às reuniões e atividades partidárias, apoiando e empenhando-se publicamente nas campanhas eleitorais dos candidatos do partido, assim como de outras iniciativas, da mesma instância ou de instâncias superiores; II - Manter conduta ética, pessoal e profissional, compatível com as responsabilidades partidárias, particularmente no exercício de mandato eletivo e de função pública; IV - Contribuir financeiramente com R$ 20,00 (vinte reais) por ano, impreterivelmente até o dia 20 de junho, salvo em caso de com"
CIDADANIA,orgao_movimento_mulheres_ou_violencia_politica,6,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"Ofcie de Basa DF [Nº do Protocolo é Registro 167501 CAPITULO II - DAS DIRETRIZES DAS ELEIÇÕES INTERNAS:ssoas Jurídicas Art. 14 - As eleições internas, em qualquer instância partidária, observarão as seguintes diretrizes: 1 - Assegura-se a possibilidade de candidatura a todos os filiados quites com suas obrigações e no pleno exercício dos seus direitos; Il - Para a composição de todas as instâncias de funcionamento do partido deve ser observada a proporcionalidade por gênero de, no mínimo 30% (trinta por cento) e no máximo 70% (setenta por cento). IIL - A apresentação de chapas para disputa será garantida a um conjunto de, pelo menos, 10% (dez por cento) dos votantes, não sendo permitido a um filiado integrar mais de uma chapa; IV - Não serão permitidos votos cumulativos, nem por procuração ou por correspondência; V - O voto será aberto, salvo por decisão da maioria absoluta em sentido contrário: VI - Na composição dos Diretórios eleitos, em todas as instâncias, será obrigatório o critério de proporcionalidade, beneficiando as chapas que obtiverem acima de 10% (dez por cento) dos votos; VII - Os Diretórios eleitos são considerados empossados, automaticamente, após a proclama"
