partido,categoria,pagina,arquivo_pdf,fonte_texto_usada,trecho
AGIR,conta_bancaria_especifica_mencionada,11,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"Num. 157074473 - Pág. 10 Assinado eletronicamente por: JUAN VITOR BALDUINO NOGUEIRA - 01/12/2021 18:48:10 https://pje.tse.jus.br/pje/Processo/ConsultaDocumento/listView.seam?x=21120118480945900000155772066 Número do documento: 21120118480945900000155772066 AGIRIO pão 16572 Pessoas Jurídicas Presidente e 1 (um) Quinto Vice-Presidente, 1(um) Secretário-Ge: 1(um) Primeiro Secretário, 1(um) Segundo Secretário, 1(um) Primeiro Tesoureiro, 1 (um) Segundo Tesoureiro, 1{um) Suplente. 81º - O Presidente da Comissão Executiva Nacional presidirá o Diretório Nacional. 82º - Em caso de vacância, de cargos, na Comissão Executiva Nacional ou no Diretório Nac"
AGIR,conta_bancaria_especifica_mencionada,12,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"Num. 157074473 - Pág. 11 Assinado eletronicamente por: JUAN VITOR BALDUINO NOGUEIRA - 01/12/2021 18:48:10 https://pje.tse.jus.br/pje/Processo/ConsultaDocumento/listView.seam?x=21120118480945900000155772066 Número do documento: 21120118480945900000155772066 AGIR XI - Determinar a linha Política e Parlamentar de âmbito Naciona ser seguida pelos filiados, parlamentares e Órgãos Partidários. XII - Dirigir e supervisionar as atividades do Partido em âmbito nacional e administrar o patrimônio social, adquirir, alienar, arrendar ou hipotecar bens. Art. 22º - O Diretório Regional terá 12 (doze) membros titulares, incluindo o líder na Assembleia Legis"
AGIR,conta_bancaria_especifica_mencionada,14,Estatutos/07_AGIR/001_Estatuto_do_Partido_de_12_7_2021_PDF.pdf,Estatutos/_analise_notion/AGIR_estatuto_atual_ocr.txt,"Num. 157074473 - Pág. 13 Assinado eletronicamente por: JUAN VITOR BALDUINO NOGUEIRA - 01/12/2021 18:48:10 https://pje.tse.jus.br/pje/Processo/ConsultaDocumento/listView.seam?x=21120118480945900000155772066 Número do documento: 21120118480945900000155772066 AGIR pets 165725 À essa tae 1 - Convocar a Convenção e o Diretório Municipal. I - Cumprir, fazer cumprir e executar as deliberações da Convenção Municipal. Ill - Encaminhar até o dia 30 de Abril à Justiça Eleitoral, a Prestação de Contas do Exercício Financeiro do ano anterior, discriminando os valores oriundos do Fundo Partidário e manter a escrituração da receita e despesa do Partido em l"
MOBILIZA,reserva_cota_mulheres_direcao,5,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"Estatutos do Mobilização Nacional TÍTULO 1 DAS DISPOSIÇÕES PRELIMINARES Capítulo Único 1 • (^clo cie Br«8f4a-DF N*(ki Protocolo V R«gt»'ro 165178 P«»»o<8 Jurídicas ART. 1» - O MOBILIZAÇÃO NACIONAL - MOBILIZA, ANTERIORMENTE DENOMINADO PARTIDO DA MOBILIZAÇÃO Nacional PMN, iniciado como movimento nacionalista em 21 de abril de 1984, obtendo registro definitivo POR DECISÃO UNÂNIME DO E. TRIBUNAL SUPERIOR ELEITORAL, EM 25 DE OUTUBRO DE 1990, É PESSOA JURÍDICA DE DIREITO PRIVADO, COM DURAÇÃO POR TEMPO INDETERMINADO, COM SEDE E FORO EM BRASÍLIA, DISTRITO FEDERAL, ENTIDADE DE ÂMBITO NACIONAL, CONGREGA CIDADÃOS DE AMBOS OS SEXOS, SEM RESTRIÇÕES DE QUA"
MOBILIZA,reserva_cota_mulheres_direcao,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"II - DOAÇÕES EFETUADAS PELO MOBILIZAÇÃO NACIONAL, POR SUAS DIREÇÕES, NACIONAL, ESTADUAIS E/OU MUNICIPAIS, SEM PERCENTUAIS PRÉ-FIXADOS E SEGUNDO SUAS DISPONIBILIDADES À ÉPOCA, PROVENIENTES DE RECURSOS PRÓPRIOS III - BENS E DIREITOS QUE A ELE VENHAM SER INCORPORADOS; N* IV-SUBVENÇÕES, CONTRIBUIÇÕES E AUXÍLIOS, NOS TERMOS DA lei; 16 5 17 8 V- RENDAS PROVENIENTES DA PRESTAÇÃO DE SERVIÇOS; I^S»Ofi8 JuridiC«« VI - DOAÇÕES PROVENIENTES DE PESSOAS FiSICAS E JURÍDICAS E ORGANIZAÇÕES NACIONAIS OU ESTRANGEIRAS; VII - DOTAÇÕES ORÇAMENTÁRIAS POR MEIO DE EMENDAS PARLAMENTARES AOS ORÇAMENTOS. FEDERAL, ESTADUAIS E MUNICIPAIS; VIII - OUTRAS RENDAS EVENTUAI"
MOBILIZA,reserva_cota_mulheres_direcao,26,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"S SEGUNDO - AS CONTRIBUIÇÕES DEVIDAS ÀS DIREÇÕES ESTADUAIS, SERÃO DEPOSITADAS NAS CONTAS MANTIDAS PELO PARTIDO NOS RESPECTIVOS ESTADOS, NAS ÉPOCAS E NO VALOR FIXADO POR RESOLUÇÃO DA EXECUTIVA ESTADUAL, EM CONSONÂNCIA COM O ORÇAMENTO PREVISTO, RESSALVADO O DISPOSTO NO § QUARTO. § TERCEIRO - AS CONTRIBUIÇÕES DEVIDAS Ã DIREÇÃO NACIONAL SERÃO DEPOSITADAS NA CONTA POR ELA MANTIDA, NAS ÉPOCAS É NO VALOR FIXADO POR RESOLUÇÃO DA EXECUTIVA NACIONAL, RESSALVADO O DISPOSTO NO § QUARTO. s QUARTO - A Executiva Nacional fixarã a cada legislatura correspondente, por resolução, o percentual DAS CONTRIBUIÇÕES MENSAIS DEVIDAS POR FILIADOS ELEITOS PARLAMENTARES"
MOBILIZA,orgao_movimento_mulheres_ou_violencia_politica,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"FIXADAS POR RESOLUÇÃO DA Executiva Nacional. SEÇÃO IV - DOS departamentos e secretarias Art. 76 - Fica autorizado, a critério da Executiva Nacional, que lhes fixará a competência, a criação de DEPARTAMENTOS QUE DESENVOLVERÃO ATIVIDADES ESPECÍFICAS E VINCULADAS A DETERMINADO SETOR OU ATIVIDADE, GRUPAMENTO SOCIAL OU ETARIO. § ÚNICO - As REGRAS PARA O REGULAR FUNCIONAMENTO DOS DEPARTAMENTOS, SERÃO FIXADAS POR RESOLUÇÃO DA Executiva Nacional. Art. 76-A-a Secretaria Nacional das Mulheres ê órgão destinado a criação e manutenção de programas DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA DAS MULHERES, SENDO QUE. § PRIMEIRO - A Secretaria será designada ad nutum pela Executiva Nacional e será composta de uma Presidente, uma Secretária e uma Tesoureira; § SEGUNDO - Compete ã Presidente e A Tesoureira, assinar em conjunto cheques em conta especifi"
MOBILIZA,orgao_movimento_mulheres_ou_violencia_politica,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"CEIRO - Deve elaborar anualmente orçamento de gastos, LIMITADOS À ARRECADAÇÃO PREVISTA E SUJEITO Ã APROVAÇÃO DA EXECUTIVA NACIONAL; § QUARTO - É VEDADA QUALQUER CONTRATAÇÃO PARA EXECUÇÃO DE PROJETOS E PROGRAMAS ALHEIOS AO PREVISTO NO CAPUT DESTE ARTIGO; § QUINTO - Prestar contas mensalmente A Executiva Nacional do partido, na forma determinada na LEGISLAÇÃO VIGENTE. OS DOCUMENTOS DEVEM SER ENCAMINHADOS ATÉ O DÉCIMO DIA ÚTIL DO MÊS SUBSEQUENTE; § SEXTO - As Secretarias de Mulheres Estaduais e Municipais serão designadas pelas direções Estaduais E Municipais do partido, respectivamente, e seguirão as orientações da Secretaria Nacional das Mulheres. CAPÍTULO V DA AÇÃO parlamentar Página 22 de 26"
MOBILIZA,orgao_movimento_mulheres_ou_violencia_politica,26,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"UNDOS DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS ÍdLITICÒS kÉCEBIDOS PELA DIREÇÃO Nacional, serão distribuídos pela tesouraria geral, da seguinte forma: A) - 45% (QUARENTA É CINCO POR CENTO) SERÃO MANTIDOS NA TESOURARIA NACIONAL PARA UTILIZAÇÃO CONFORME orçamento; B)- 20% (VINTE POR CENTO) SERÃO REPASSADOS AO ÍNSTITUTO OU A FUNDAÇÃO JUSCELINO KUBITSCHEK, CONFORME PREVISÃO estatutária; o- 5% (CINCO POR CENTO) SERÃO REPASSADOS PARA A CONTA ESPECÍFICA DA SECRETARIA NACIONAL DA MULHERES; D)- 20% (VINTE POR CENTO) ÃS DIREÇÕES ESTADUAIS, APTAS NO MOMENTO DA DISTRIBUIÇÃO, PROPORCIONAL AO RESULTADO OBTIDO PARA A CÂMARA FEDERAL E)- 10% (DEZ POR CENTO) ÃS DIREÇÕES MUNICIPAIS, APTAS NO MOMENTO DA DISTRIBUIÇÃO, PROPORCIONAL AO RESULTADO OBTIDO PARA A CÂMARA FEDERAL. S riNlCO - É VEDADO A CONTABILIZAÇÃO DE QUALQUER RECEBIMENTO OU DISPÉNDIO REFERENT"
MOBILIZA,fundo_partidario_programas_mulheres_5pct,26,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"Executiva Nacional fixarã a cada legislatura correspondente, por resolução, o percentual DAS CONTRIBUIÇÕES MENSAIS DEVIDAS POR FILIADOS ELEITOS PARLAMENTARES, CHEFES DE EXECUTIVOS E OU RESPECTIVOS VICES. § QUINTO - As CONTRIBUIÇÕES DEVIDAS PELOS CANDIDATOS A CARGOS ELETIVOS, SÃO EQUIVALENTES ÃS CONTRIBUIÇÕES FIXADAS POR RESOLUÇÃO PELA EXECUTIVA NACIONAL. § SEXTO - As DIREÇÕES ESTADUAIS REPASSARÃO Ã TESOURARIA NACIONAL, ATÉ O DIA 10 DO MÉS SUBSEQUENTM5% (QUARENTA E CINCO POR CENTO) DO TOTAL ARRECADADO NO MÉS ANTERIOR. • R»9i»íf0 SEÇÃO II - DA DISTRIBUIÇÃO DOS RECURSOS ORIUNDOS 1 6 5 1 ^ 8 DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS POLÍTICOS jyf1(116» ART 83 - Os RECURSOS ORIUNDOS DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS ÍdLITICÒS kÉCEBIDOS PELA DIREÇÃO Nacional, serão distribuídos pela tesouraria geral, da seguinte forma: A) - 45%"
MOBILIZA,fundo_partidario_programas_mulheres_5pct,26,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"onal fixarã a cada legislatura correspondente, por resolução, o percentual DAS CONTRIBUIÇÕES MENSAIS DEVIDAS POR FILIADOS ELEITOS PARLAMENTARES, CHEFES DE EXECUTIVOS E OU RESPECTIVOS VICES. § QUINTO - As CONTRIBUIÇÕES DEVIDAS PELOS CANDIDATOS A CARGOS ELETIVOS, SÃO EQUIVALENTES ÃS CONTRIBUIÇÕES FIXADAS POR RESOLUÇÃO PELA EXECUTIVA NACIONAL. § SEXTO - As DIREÇÕES ESTADUAIS REPASSARÃO Ã TESOURARIA NACIONAL, ATÉ O DIA 10 DO MÉS SUBSEQUENTM5% (QUARENTA E CINCO POR CENTO) DO TOTAL ARRECADADO NO MÉS ANTERIOR. • R»9i»íf0 SEÇÃO II - DA DISTRIBUIÇÃO DOS RECURSOS ORIUNDOS 1 6 5 1 ^ 8 DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS POLÍTICOS jyf1(116» ART 83 - Os RECURSOS ORIUNDOS DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS ÍdLITICÒS kÉCEBIDOS PELA DIREÇÃO Nacional, serão distribuídos pela tesouraria geral, da seguinte forma: A) - 45% (QUARENTA É CI"
MOBILIZA,conta_bancaria_especifica_mencionada,23,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"PARTAMENTOS, SERÃO FIXADAS POR RESOLUÇÃO DA Executiva Nacional. Art. 76-A-a Secretaria Nacional das Mulheres ê órgão destinado a criação e manutenção de programas DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA DAS MULHERES, SENDO QUE. § PRIMEIRO - A Secretaria será designada ad nutum pela Executiva Nacional e será composta de uma Presidente, uma Secretária e uma Tesoureira; § SEGUNDO - Compete ã Presidente e A Tesoureira, assinar em conjunto cheques em conta especifica para ESTE FIM, TÍTULOS OU OUTROS DOCUMENTOS QUE IMPLIQUEM EM RESPONSABILIDADES FINANCEIRAS DA SECRETARIA; § TERCEIRO - Deve elaborar anualmente orçamento de gastos, LIMITADOS À ARRECADAÇÃO PREVISTA E SUJEITO Ã APROVAÇÃO DA EXECUTIVA NACIONAL; § QUARTO - É VEDADA QUALQUER CONTRATAÇÃO PARA EXECUÇÃO DE PROJETOS E PROGRAMAS ALHEIOS AO PREVISTO NO CAPUT DESTE ARTIGO; § QUINTO -"
MOBILIZA,conta_bancaria_especifica_mencionada,25,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"Capitulo II DAS FONTES DE ARRECADAÇÃO ART. 81-0 MOBILIZA TEM COMO FONTE DE ARRECADAÇÃO, UTILIZADA CONFORME ORÇAMENTOS APROVADOS PELAS RESPECTIVAS DIREÇÕES: -I- PERANTE AS RESPECTIVAS DIREÇÕES MUNICIPAIS; A) CONTRIBUIÇÕES DE FILIADOS; B) Contribuição de filiados eleitos parlamentares, chefe e vice do poder executivo municipal, C) DOAÇÕES DE FILIADOS OU DE TERCEIROS SIMPATIZANTES; 1* CWcio ci* BrM.1ia-DF D) MULTAS, TAXAS E INDENIZAÇÕES ESTATUTÃRIAS; W* ProíOC«lo « Regislro -II-PERANTE AS RESPECTIVAS DIREÇÕES ESTADUAIS: 16 5 17 8 PaaxMie Jufttileas a) contribuições de dirigentes e diretõrios municipais; B) contribuição de filiados eleitos par"
MOBILIZA,conta_bancaria_especifica_mencionada,26,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,Estatutos/_analise_notion/MOBILIZA_estatuto_atual.txt,"83 - Os RECURSOS ORIUNDOS DO FUNDO ESPECIAL DE ASSISTÊNCIA AOS PARTIDOS ÍdLITICÒS kÉCEBIDOS PELA DIREÇÃO Nacional, serão distribuídos pela tesouraria geral, da seguinte forma: A) - 45% (QUARENTA É CINCO POR CENTO) SERÃO MANTIDOS NA TESOURARIA NACIONAL PARA UTILIZAÇÃO CONFORME orçamento; B)- 20% (VINTE POR CENTO) SERÃO REPASSADOS AO ÍNSTITUTO OU A FUNDAÇÃO JUSCELINO KUBITSCHEK, CONFORME PREVISÃO estatutária; o- 5% (CINCO POR CENTO) SERÃO REPASSADOS PARA A CONTA ESPECÍFICA DA SECRETARIA NACIONAL DA MULHERES; D)- 20% (VINTE POR CENTO) ÃS DIREÇÕES ESTADUAIS, APTAS NO MOMENTO DA DISTRIBUIÇÃO, PROPORCIONAL AO RESULTADO OBTIDO PARA A CÂMARA FEDERAL E)- 10% (DEZ POR CENTO) ÃS DIREÇÕES MUNICIPAIS, APTAS NO MOMENTO DA DISTRIBUIÇÃO, PROPORCIONAL AO RESULTADO OBTIDO PARA A CÂMARA FEDERAL. S riNlCO - É VEDADO A CONTABILIZAÇÃO DE QUALQUER RECEBIMENTO O"
CIDADANIA,reserva_cota_mulheres_direcao,2,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"[ 17 Oficio de Brasiia-DE ESTATUTO DO CIDADANIA S855 8 23%00 | 1 TÍTULO 1 | 1675 DO PARTIDO | Pessoas Jurídicas CAPÍTULO 1 - DOS PRINCÍPIOS E OBJETIVOS GERAIS Art. 1º - O CIDADANIA é um partido político, sucessor do Partido Popular Socialista, com personalidade jurídica de direito privado, com sede e foro em Brasília, Distrito Federal, com prazo indeterminado de duração, com registro definitivo junto ao Tribunal Superior Eleitoral, recebendo o número 23 para todos os efeitos eleitorais e se regendo nos termos do Artigo 17 da Constituição da República, da Lei dos Partidos Políticos e por este Estatuto. Art. 2º - O CIDADANIA desenvolve suas ati"
CIDADANIA,reserva_cota_mulheres_direcao,4,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"[7 Ofcio de Brasita-DE {ne de Protocolo o Registro 1467501 Art. 10 - São direitos dos filiados: | Pessoas Jurídicas 1- Participar de todas as atividades partidárias: Il - Ter livre acesso a informações sobre qualquer aspecto da política e da organização do partido; IIL - Votar e ser votado para órgãos de direção: IV - Manifestar e defender internamente suas opiniões, inclusive divergências quanto às posições partidárias; V - Encaminhar propostas, sugestões, reclamações, recursos e críticas em relação a atos ou comportamentos de quaisquer órgãos ou filiados que lhe pareçam contrários à ética, aos princípios e aos interesses do partido ou da coletividade, à sua respectiva instância ou à mais abrangente; VI - Expressar, publicamente e sobre quaisquer questões, a sua opinião sobre as Resoluções partidárias, mesmo que divergente; VII - Partici"
CIDADANIA,reserva_cota_mulheres_direcao,6,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"Registro 167501 CAPITULO II - DAS DIRETRIZES DAS ELEIÇÕES INTERNAS:ssoas Jurídicas Art. 14 - As eleições internas, em qualquer instância partidária, observarão as seguintes diretrizes: 1 - Assegura-se a possibilidade de candidatura a todos os filiados quites com suas obrigações e no pleno exercício dos seus direitos; Il - Para a composição de todas as instâncias de funcionamento do partido deve ser observada a proporcionalidade por gênero de, no mínimo 30% (trinta por cento) e no máximo 70% (setenta por cento). IIL - A apresentação de chapas para disputa será garantida a um conjunto de, pelo menos, 10% (dez por cento) dos votantes, não sendo permitido a um filiado integrar mais de uma chapa; IV - Não serão permitidos votos cumulativos, nem por procuração ou por correspondência; V - O voto será aberto, salvo por decisão da maioria absoluta"
CIDADANIA,reserva_cota_mulheres_direcao,6,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"o 167501 CAPITULO II - DAS DIRETRIZES DAS ELEIÇÕES INTERNAS:ssoas Jurídicas Art. 14 - As eleições internas, em qualquer instância partidária, observarão as seguintes diretrizes: 1 - Assegura-se a possibilidade de candidatura a todos os filiados quites com suas obrigações e no pleno exercício dos seus direitos; Il - Para a composição de todas as instâncias de funcionamento do partido deve ser observada a proporcionalidade por gênero de, no mínimo 30% (trinta por cento) e no máximo 70% (setenta por cento). IIL - A apresentação de chapas para disputa será garantida a um conjunto de, pelo menos, 10% (dez por cento) dos votantes, não sendo permitido a um filiado integrar mais de uma chapa; IV - Não serão permitidos votos cumulativos, nem por procuração ou por correspondência; V - O voto será aberto, salvo por decisão da maioria absoluta em sen"
CIDADANIA,orgao_movimento_mulheres_ou_violencia_politica,2,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"ral, recebendo o número 23 para todos os efeitos eleitorais e se regendo nos termos do Artigo 17 da Constituição da República, da Lei dos Partidos Políticos e por este Estatuto. Art. 2º - O CIDADANIA desenvolve suas atividades em âmbito nacional, tendo por fundamentos o regime participativo, representativo e democrático, baseado no pluralismo político, na transparência como mecanismo de controle social e no protagonismo da sociedade civil e seus movimentos, assim como na garantia e na defesa da liberdade e dos demais direitos fundamentais da pessoa humana. Art. 3º - O CIDADANIA defende o Estado laico e se dedica a promover igualdade de oportunidades para todos os que residem no Brasil, independentemente da nacionalidade, a combater as diferentes formas de preconceito e discriminação, afirmando o compromisso com a participação cidadã de to"
CIDADANIA,orgao_movimento_mulheres_ou_violencia_politica,14,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"tório, com a atribuição de colher críticas e sugestões, encaminhando o expediente ao dirigente responsável. Art. 30 - Compete ao Conselho Fiscal analisar permanentemente a situação financeira, contábil e patrimonial do partido e da FAP, emitindo pareceres para apreciação da Comissão Executiva, do Diretório e do Congresso. | —— = DP Ro Seção II — Dos órgãos auxiliares do partido a 167501 Art. 31 - São órgãos auxiliares do partido: Pessoas Jurídicas I - Secretarias de Cooperação; Il - A Fundação Astrojildo Pereira (FAP); HI - Núcleos Temáticos ou Setoriais; IV - Rede 23. Art. 32 - São Secretarias de Cooperação, dentre outras que forem criadas por Resolução do Diretório Nacional, a Juventude, a Secretaria de Mulheres, a Secretaria de Igualdade e a Secretaria de Diversidade. § 1º- As Secretarias de Cooperação poderão se organizar em todos os"
CIDADANIA,orgao_movimento_mulheres_ou_violencia_politica,20,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"intro 1- 60% (sessenta por cento) para o Diretório Nacional; 167501 11- 20% (vinte por cento) para a Fundação Astrojildo Pereira; Pessoas Jurídicas III - 20% (vinte por cento) para os Diretórios Estaduais regularmente constituídos e aptos a receber. § 1° - Do valor total do Fundo Partidário recebido pelo CIDADANIA, o mínimo de 5% (cinco por cento) será aplicado em programas de promoção e difusão da participação politica das mulheres, mantidos pela Secretaria de Mulheres, nos termos da Lei nº 9.096/95. § 2° - As demais Secretarias de Cooperação também terão um orçamento mínimo para estruturar e sustentar suas ações e eventos, a ser definido e aprovado pela Comissão Executiva Nacional. § 3° - Os Diretórios Estaduais poderão destinar sua cota correspondente, no todo ou em parte, para instâncias Municipais que estiverem devidamente habilitada"
CIDADANIA,fundo_partidario_programas_mulheres_5pct,15,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"ria estrutura e funcionamento por decisão dos seus integrantes, observando-se a legislação específica e o disposto no Estatuto. § 2º - O Diretório Nacional poderá sugerir à FAP nomes para composição do Conselho Curador e da Diretoria, observando o que determinam as disposições legais a respeito. $3º- A FAP, sem perda de sua autonomia, deverá comunicar ao Diretório Nacional suas deliberações e atividades. $4º- A FAP é autorizada a receber recursos do Fundo Partidário para manutenção e execução de suas atividades de doutrinação e educação politica, devendo prestar contas à Comissão Executiva, na forma da le. $5º- A FAP e o CIDADANIA, em cada início de ano, deverão elaborar projetos consensuais para o exercício, decorrentes das verbas recebidas do Fundo Partidário. § 6º - Os Diretórios ou Comissões Provisórias Estaduais não devem contabiliza"
CIDADANIA,fundo_partidario_programas_mulheres_5pct,15,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"A FAP, sem perda de sua autonomia, deverá comunicar ao Diretório Nacional suas deliberações e atividades. $4º- A FAP é autorizada a receber recursos do Fundo Partidário para manutenção e execução de suas atividades de doutrinação e educação politica, devendo prestar contas à Comissão Executiva, na forma da le. $5º- A FAP e o CIDADANIA, em cada início de ano, deverão elaborar projetos consensuais para o exercício, decorrentes das verbas recebidas do Fundo Partidário. § 6º - Os Diretórios ou Comissões Provisórias Estaduais não devem contabilizar qualquer recebimento ou dispêndio referente à FAP ou qualquer outro instituto de formação política ou cultural, em face de promoções conjuntas. Art. 34 - Os Núcleos Temáticos ou Setoriais são organizações autônomas, constituídas por no mínimo 3 (três) filiados, que se congregam voluntariamente, incl"
CIDADANIA,fundo_partidario_programas_mulheres_5pct,19,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"rso à instância mais abrangente, no prazo de 5 (cinco) dias. Parágrafo único - Não caberá recurso se o procedimento for julgado originariamente pelo Diretório Nacional. TÍTULO IV E DO PATRIMÔNIO E DA CONTABILIDADE CAPÍTULO 1-DO PATRIMÔNIO ‘Art. 47 - O patrimônio do partido é constituído pelos bens móveis e imóveis de sua propriedade, pelos direitos de autoria, pelas contribuições de seus membros, pelas doações de pessoas naturais, pelos recursos do Fundo Partidário e outros que lhe forem destinados, respeitados os condicionantes legais, éticos e jurídicos. Parágrafo único - O uso da marca ou do nome do CIDADANIA em redes sociais, blogs e sites será permitido somente com autorização expressa da Comissão Executiva Nacional. j 18 o AY ART Ny e"
CIDADANIA,fundo_partidario_programas_mulheres_5pct,20,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"ee Art. 48 - Os Diretórios manterão contas bancárias partidárias, nos termos da legislação. Parágrafo Único - O Presidente e o Tesoureiro são corresponsáveis pela movimentação da conta bancária das respectivas instâncias partidárias. Art. 49 - Cada instância partidária estabelecerá sua politica e sistema financeiros, observando a lei, este Estatuto e Resoluções específicas adotadas por sua Comissão Executiva. Am. 50 - Os recursos do Fundo Partidário serão distribuídos de acordo com os seguintes critérios: TON de Baia DF Ine do Protocolo Reaintro 1- 60% (sessenta por cento) para o Diretório Nacional; 167501 11- 20% (vinte por cento) para a Fundação Astrojildo Pereira; Pessoas Jurídicas III - 20% (vinte por cento) para os Diretórios Estaduais regularmente constituídos e aptos a receber. § 1° - Do valor total do Fundo Partidário recebido pel"
CIDADANIA,conta_bancaria_especifica_mencionada,15,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,Estatutos/_analise_notion/CIDADANIA_estatuto_atual_ocr.txt,"mm» 2 Te Offco de Bresila-DE preset tad | 167501 Pessoas Juridi § 4º - Compete à Secretaria de Igualdade tratar de temas de interesse das comuni es alee indígena. propondo políticas públicas e atividades partidárias voltadas para a igualdade étnico-racial. § 5º - Compete à Secretaria de Diversidade tratar de temas de interesse da comunidade LGBTH, propondo políticas públicas e atividades partidárias voltadas à promoção da liberdade de orientação sexual e identidade de gênero. Art. 33 - A FAP é órgão auxiliar vinculado ao partido e destinado a estimular e promover o debate, a pesquisa e a divulgação das questões teóricas conectadas ao processo"
