partido,indice,texto_link,url_origem,url_pdf_final,arquivo,bytes,sha256
AGIR,7,Estatuto do Partido de 29.4.2008 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-29-4-2008-resolucao.2008,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-29-4-2008-resolucao.2008/@@download/file/estatuto-do-partido-de-29.4.2008-resolucao-tse-no-22863.pdf,Estatutos/07_AGIR/007_Estatuto_do_Partido_de_29_4_2008_PDF.pdf,615662,daa198c6ff96c57dd563551f92ba88baa8955127dd62b11d8a87053760b48d1a
AGIR,8,Estatuto do Partido de 24.3.2007 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-24-3-2007-resolucao.2007,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-24-3-2007-resolucao.2007/@@download/file/estatuto-do-partido-de-24.3.2007-resolucao-tse-no-22536.pdf,Estatutos/07_AGIR/008_Estatuto_do_Partido_de_24_3_2007_PDF.pdf,683791,1cebacd69dabaec7354d9b7f81c6af549ddc51919ed2001e87c54ae9c68bfe32
AGIR,9,Estatuto do Partido de 4.5.2003 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-4-5-2003-resolucao.2003,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-4-5-2003-resolucao.2003/@@download/file/estatuto-do-partido-de-4.5.2003-resolucao-tse-no-21526.pdf,Estatutos/07_AGIR/009_Estatuto_do_Partido_de_4_5_2003_PDF.pdf,649196,7686c5dbe2f1fc8a18be14682b68070b4b412c43aaa3bc820cd48620d7f67684
AGIR,10,Estatuto do Partido de 11.11.2000 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-11-11-2000.2001,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-11-11-2000.2001/@@download/file/estatuto-do-partido-de-11.11.2000-resolucao-tse-no-20796.pdf,Estatutos/07_AGIR/010_Estatuto_do_Partido_de_11_11_2000_PDF.pdf,456984,14975e3e12d8fdaf3a19fcfe1a0e945cd4815f2d380de24cf54a5984864c625c
AGIR,11,Estatuto do Partido de 2.6.1997 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-2-6-1997-resolucao.1998,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-ptc-de-2-6-1997-resolucao.1998/@@download/file/estatuto-do-partido-de-2.6.1997-resolucao-tse-no-20044.pdf,Estatutos/07_AGIR/011_Estatuto_do_Partido_de_2_6_1997_PDF.pdf,417897,a83830b42fd7c84e0dde51e780cc12adffa77181c849d4328b79e85113e314f7
MOBILIZA,1,Estatuto do Partido de 25.7.2021 (Formato PDF),https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-do-partido-de-25-7-2021-formato-pdf-aprovado-parcialmente-em-5-12.2023,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-do-partido-de-25-7-2021-formato-pdf-aprovado-parcialmente-em-5-12.2023/@@display-file/file/folha-de-rosto-e-estatuto-do-pmn-deferido-em-5-12-2023.pdf,Estatutos/08_MOBILIZA/001_Estatuto_do_Partido_de_25_7_2021_PDF.pdf,4544816,96ed7c8c0f77c236932f14d19e1e577f928ce8392eb7b001a00590a47d96d45f
MOBILIZA,2,Estatuto do Partido de 16.12.2018 (formato PDF),https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-do-partido-de-16-12-2018,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-do-partido-de-16-12-2018/@@display-file/file/estatuto-do-pmn-deferido-pelo-tse-em-462021.pdf,Estatutos/08_MOBILIZA/002_Estatuto_do_Partido_de_16_12_2018_PDF.pdf,14581617,f5eab5dedb687b478bf8b0a95eb00e115cf37ee18a5fbaf8df749623a215a4b8
MOBILIZA,3,Estatuto do Partido de 1.10.2017 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-1-10-2017-aprovado-em-5-6-2018-pdf,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-1-10-2017-aprovado-em-5-6-2018-pdf/@@download/file/tse-estatuto-do-partido-pmn-de-1.10.2017-aprovado-em-5.6.2018.pdf,Estatutos/08_MOBILIZA/003_Estatuto_do_Partido_de_1_10_2017_PDF.pdf,14477269,b21e6b619f671d75e71e167e28336545c658695d19e9c2f1853b3d6a8ace1d9f
MOBILIZA,4,Estatuto do Partido de 23.7.2016 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-de-23-7-2016-aprovado-em-30-3-2017,https://www.justicaeleitoral.jus.br/arquivos/estatuto-de-23-7-2016-aprovado-em-30-3-2017/@@download/file/Estatuto%20de%2023.7.2016%20aprovado%20em%2030.3.2017.pdf,Estatutos/08_MOBILIZA/004_Estatuto_do_Partido_de_23_7_2016_PDF.pdf,60358937,752efcc68dd219fd76aee540c0e79e2fdd8923768ea71e58cd762715811b9e4d
MOBILIZA,5,Estatuto do Partido de 6.4.2008 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-6-4-2008-resolucao-tse.2009,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-6-4-2008-resolucao-tse.2009/@@download/file/estatuto-do-partido-de-6.4.2008-resolucao-tse-no-23077.pdf,Estatutos/08_MOBILIZA/005_Estatuto_do_Partido_de_6_4_2008_PDF.pdf,1181990,d18c72a74aee421b65d06af98a875b6a9f7e70f70833dd8af78362fe5892bb99
MOBILIZA,6,Estatuto do Partido de 12.12.2004 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-12-12-2004-resolucao.2005,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-12-12-2004-resolucao.2005/@@download/file/estatuto-do-partido-de-12.12.2004-resolucao-tse-no-22023.pdf,Estatutos/08_MOBILIZA/006_Estatuto_do_Partido_de_12_12_2004_PDF.pdf,176898,62dd4f95cb54c9b22882670c0f889303d98d4f06c17ac46f7d6d3532d5001a8d
MOBILIZA,7,Estatuto do Partido de 3.12.1995 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-3-12-1995-resolucao-tse-no.1996,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pmn-de-3-12-1995-resolucao-tse-no.1996/@@download/file/estatuto-do-partido-de-3.12.1995-resolucao-tse-no-19543.pdf,Estatutos/08_MOBILIZA/007_Estatuto_do_Partido_de_3_12_1995_PDF.pdf,113682,7dfb3bac0e7b902100e6a150c2d38da597806ffe7487d560e957cb3151306705
CIDADANIA,1,Estatuto do Partido de 12.3.2022,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-cidadania-12-3-2022-aprovado-em-15-6.2023,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-cidadania-12-3-2022-aprovado-em-15-6.2023/@@display-file/file/folha-de-rosto-e-estatuto-do-cidadania-de-12-3-2022-aprovado-em-15-6-2023.pdf,Estatutos/09_CIDADANIA/001_Estatuto_do_Partido_de_12_3_2022.pdf,4604683,5107c02e329f52d7e119df19f36807c594d7bfe0c5494a5bd455eb6055742b9f
CIDADANIA,2,Estatuto do Partido de 23.3.2019,https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-do-partido-cidadania-de-23-3-2019-aprovado-em-19-9-2019,https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-do-partido-cidadania-de-23-3-2019-aprovado-em-19-9-2019/@@display-file/file/tse-estatuto-do-partido-CIDADANIA-de-23-3-.2019-aprovado-em-19-9-2019.pdf,Estatutos/09_CIDADANIA/002_Estatuto_do_Partido_de_23_3_2019.pdf,8412865,5ebdd41c38158de25a4551731b40d7b4caf919610ef7819a8cde4f45226ad2f8
CIDADANIA,3,Estatuto do Partido de 6.12.2013 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-de-16-12-2013-aprovado-em-11-6-2014,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-de-16-12-2013-aprovado-em-11-6-2014/@@download/file/tse-estatuto-do-partido-PPS-de-16-12-.2013-aprovado-em-11-6-2014.pdf,Estatutos/09_CIDADANIA/003_Estatuto_do_Partido_de_6_12_2013_PDF.pdf,10302747,82c5d249662a076ece7a9292efec5c0bb01fdd999afc9578c96b322e54e2ab6c
CIDADANIA,4,Estatuto do Partido de 11.4.2011 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-11-4-2011-aprovado-em-8-5-2012,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-de-11-4-2011-aprovado-em-8-5-2012/@@download/file/estatuto-do-partido-pps-11.4.2011-aprovado-em-8.6.2012.pdf,Estatutos/09_CIDADANIA/004_Estatuto_do_Partido_de_11_4_2011_PDF.pdf,1647427,ee1649a962994fb2980bdaedb273ea041b417fc99e8b6d0afa82d35c2990ddea
CIDADANIA,5,Estatuto do Partido de 9.8.2009 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-9-8-2009-resolucao-do,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-9-8-2009-resolucao-do/@@download/file/estatuto-do-partido-pps-9.8.2009-resolucao-do-tse-23181.pdf,Estatutos/09_CIDADANIA/005_Estatuto_do_Partido_de_9_8_2009_PDF.pdf,8382641,2f97cd5774f63964ee8f634af963ab0a63c6490bbbcd4284b967c7ee253ea9bf
CIDADANIA,6,Estatuto do Partido de 7.12.2006 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-7-12-2006-resolucao-do,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-7-12-2006-resolucao-do/@@download/file/estatuto-do-partido-pps-7.12.2006-resolucao-do-tse-22497.pdf,Estatutos/09_CIDADANIA/006_Estatuto_do_Partido_de_7_12_2006_PDF.pdf,124468,4e5066152acc40d1cdf975fd497463fbd85f9cee8bc24f2b01957594334dacf1
CIDADANIA,7,Estatuto do Partido de 26 a 28.3.2004 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-26-a-28-3-2004,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-26-a-28-3-2004/@@download/file/estatuto-do-partido-pps-26-a-28-3.2004-resolucao-do-tse-21947.pdf,Estatutos/09_CIDADANIA/007_Estatuto_do_Partido_de_26_a_28_3_2004_PDF.pdf,108846,00e90911b1c0f99acfa60945b89b27cdb68a4d5931122323130b2ebb4f59d812
CIDADANIA,8,Estatuto do Partido de 20.8.2002 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-20-8-2002-resolucao-do,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-20-8-2002-resolucao-do/@@download/file/estatuto-do-partido-pps-20.8.2002-resolucao-do-tse-21191.pdf,Estatutos/09_CIDADANIA/008_Estatuto_do_Partido_de_20_8_2002_PDF.pdf,86911,778a3464f15d731ac05f8553b9c86f32a0151a0be92f35aa2ec4735dca663ffe
CIDADANIA,9,Estatuto do Partido de 22.6.1998 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-22-6-1998-resolucao-do,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-pps-22-6-1998-resolucao-do/@@download/file/estatuto-do-partido-pps-22.6.1998-resolucao-do-tse-20468.pdf,Estatutos/09_CIDADANIA/009_Estatuto_do_Partido_de_22_6_1998_PDF.pdf,87977,614df06e1cdc1ab722c175d4d6026f54354bb898e5384345d039f33853d6651c
PV,1,Estatuto do Partido de 21.7.2022 (formato PDF),https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/tse-estatuto-do-partido-de-21-7-2022-aprovado-em-11-9.2023,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/tse-estatuto-do-partido-de-21-7-2022-aprovado-em-11-9.2023/@@display-file/file/estatuto-do-partido-de-2172022-aprovado-em-1192023.pdf,Estatutos/10_PV/001_Estatuto_do_Partido_de_21_7_2022_PDF.pdf,6850261,b49e59380d4dbe404acf4c0d10e817e1abb1937ee105b91aded178b34f61650d
PV,2,Estatuto do Partido de 23.2.2019 (formato PDF),https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/tse-estatuto-pv-26062020,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/tse-estatuto-pv-26062020/@@display-file/file/tse-estatuto-pv-26-06-2020.pdf,Estatutos/10_PV/002_Estatuto_do_Partido_de_23_2_2019_PDF.pdf,819251,4a2bd1ba152fab8f0ce97d6526449991062c70152988cd880d5b0fc3be2da392
PV,3,Estatuto do Partido de 26.11.2011 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-verde-pv-de-26-11-2011,"https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-partido-verde-pv-de-26-11-2011/@@download/file/7%20-%20Estatuto%20do%20Partido%20de%2025.11.2011,%20aprovado%20em%2016.4.2013.pdf",Estatutos/10_PV/003_Estatuto_do_Partido_de_26_11_2011_PDF.pdf,5386698,5d36eefef08c993ac94c87468653121132da9afc9120379bd26d3dff323b8593
PV,4,Estatuto do Partido de 3.4.2009 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-3-4.2009,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-3-4.2009/@@download/file/TSE-6-estatuto-8-9-2009.pdf,Estatutos/10_PV/004_Estatuto_do_Partido_de_3_4_2009_PDF.pdf,2258799,cce83494dde772d820b7e86d5138b4b6273ec2ceb01de9107884023e9de14609
PV,5,Estatuto do Partido de 29.10.2005 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-29-10.2005,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-29-10.2005/@@download/file/TSE-5-estatuto-29-10-2005-aprovado-em-26-9-2006.pdf,Estatutos/10_PV/005_Estatuto_do_Partido_de_29_10_2005_PDF.pdf,965979,484bf6175cefbd0b5795416a82771001c0e42d6a88cbab0531be3e480fd42f4f
PV,6,Estatuto do Partido de 6.5.2000 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-6-5.2000,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-6-5.2000/@@download/file/TSE-4-estatuto-6-5-2000-aprovado-em-19-2-2002.pdf,Estatutos/10_PV/006_Estatuto_do_Partido_de_6_5_2000_PDF.pdf,1001688,2b6826d0f98d41bfd5f956351e62a5ebc4d70312aecb9b3d214fd7c3fcd760b6
PV,7,Estatuto do Partido de 19.11.1995 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-19-11.1995,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-19-11.1995/@@download/file/TSE-3-estatuto-19-11-1995-aprovado-em-21-5-1996.pdf,Estatutos/10_PV/007_Estatuto_do_Partido_de_19_11_1995_PDF.pdf,826464,935d85fe34f7c6cbbfec47c3dff573ed1db8cec574e5f583a610fc2de7e34fe4
PV,8,Estatuto do Partido de 6.9.1992 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-6-9.1992,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-6-9.1992/@@download/file/TSE-2-estatuto-6-9-1992-aprovado-em-30-9-1993.pdf,Estatutos/10_PV/008_Estatuto_do_Partido_de_6_9_1992_PDF.pdf,461576,5eca81625ef28c37cc47b74f7d742e9a146148ea2dfd321bd903a704d83a6bb7
PV,9,Estatuto do Partido de 30.7.1990 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-30-7.1990,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-verde-de-30-7.1990/@@download/file/TSE-1-estatuto-30-7-1990-aprovado-em-12-9-1991.pdf,Estatutos/10_PV/009_Estatuto_do_Partido_de_30_7_1990_PDF.pdf,2445088,0eaece3a85f17d2a729fa539117f0af95c9e810b948f5dcfe8af84cbc59232d3
AVANTE,1,Estatuto do Partido de 23.7.2022 (formato PDF),https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/estatuto-do-partido-avante-de-23-7.2022,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos/estatuto-do-partido-avante-de-23-7.2022/@@display-file/file/estatuto-do-partido-avante-de-23-7-2022-aprovado-em-9-11-2023.pdf,Estatutos/11_AVANTE/001_Estatuto_do_Partido_de_23_7_2022_PDF.pdf,5673678,d06ce7c8b87e641ec3aefb533fcce2ffa7115f539b2dd2c3c99a53332bd42de6
AVANTE,2,Estatuto do Partido de 21.7.2018 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-avante-de-21-7-2018-anotado-em-10-8-2018,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-avante-de-21-7-2018-anotado-em-10-8-2018/@@download/file/tse-estatuto-do-avante-de-21.7.2018-anotado-em-10.8.2018.pdf,Estatutos/11_AVANTE/002_Estatuto_do_Partido_de_21_7_2018_PDF.pdf,13489794,57b2bcffd2a323f14248ebcb5caedbef56904c90f6ceaa67971a92d45abf5155
AVANTE,3,Estatuto do Partido de 25.4.2017 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-avante-de-25-4-2017-aprovado-em-12-9-2017,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-do-avante-de-25-4-2017-aprovado-em-12-9-2017/@@download/file/tse-estatuto-do-avante-de-25.4.2017-aprovado-em-12.9.2017.pdf,Estatutos/11_AVANTE/003_Estatuto_do_Partido_de_25_4_2017_PDF.pdf,3087388,1c758dd001e42b14fb4931c729cab6bcd6d86a56e6d83500b9005007561e4abc
AVANTE,4,"Estatuto do Partido (“tutela provisória de urgência” concedida, nos termos da decisão monocrática de 29.7.2016, publicada no DJe de 2.8.2016) – Petição Nº 115 ( 6-43.1996.6.00.0000)",https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-ptdob-de-7-12-2015-deferido-em-29-7-2016,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-ptdob-de-7-12-2015-deferido-em-29-7-2016/@@download/file/tse-estatuto-do-partido-PTDOB-de-7.12.2015-aprovado-em-29.7.2016.pdf,Estatutos/11_AVANTE/004_Estatuto_do_Partido_tutela_provisoria_de_urgencia_concedida_nos_termos_da_decisao_monocratica_de_29_7_2016_publicada_no_DJe_de_2_8_2016_Peti.pdf,12606648,b7ea23faeafd468c849fb86d06bb561223c04445e16935ca44d66a52df5eb2db
AVANTE,5,Estatuto do Partido de 27.6.2010 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-trabalhista-do-brasil-de-27-6.2010,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-trabalhista-do-brasil-de-27-6.2010/@@download/file/TSE-ptdob-estatuto-27-06-2010.pdf,Estatutos/11_AVANTE/005_Estatuto_do_Partido_de_27_6_2010_PDF.pdf,2294598,93b5b3b248b62207546bc3de2b5d81ea7f78073b25da0a79238e162d493c448c
AVANTE,6,Estatuto do Partido de 6.4.1996 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-trabalhista-do-brasil-de-6-4.1996,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-trabalhista-do-brasil-de-6-4.1996/@@download/file/TSE-ptdob-estatuto-1996.pdf,Estatutos/11_AVANTE/006_Estatuto_do_Partido_de_6_4_1996_PDF.pdf,71627,06697c2bdbfa159674922f16c9e828921ecb3100218d96427e301bba88a9a23e
PP,1,"Estatuto do Partido de 25.4.2023, aprovado pelo TSE em 28.5.2024",https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-do-partido-de-25-4-2023-aprovado-pelo-tse-em-28-5.2024,https://www.tse.jus.br/partidos/partidos-registrados-no-tse/arquivos-1/estatuto-do-partido-de-25-4-2023-aprovado-pelo-tse-em-28-5.2024/@@display-file/file/tse-estatuto-partido-de-25.04.2023-aprovado-em-28.08.2024.pdf,Estatutos/12_PP/001_Estatuto_do_Partido_de_25_4_2023_aprovado_pelo_TSE_em_28_5_2024.pdf,8542846,23f6831931683bb2558d1f1d0f1672729a003c12cfd75bec18cb549703278c99
PP,2,"Estatuto do Partido de 22.4.2021, aprovado pelo TSE em 19.8.2021",https://www.tse.jus.br/partidos/partidos-politicos/arquivos/estatuto-do-partido-progressista-aprovado-em-agosto-2021,https://www.tse.jus.br/partidos/partidos-politicos/arquivos/estatuto-do-partido-progressista-aprovado-em-agosto-2021/@@display-file/file/TSE-estatuto-PP-22-04-2021-aprovado-pelo-tse-19-08-2021.pdf,Estatutos/12_PP/002_Estatuto_do_Partido_de_22_4_2021_aprovado_pelo_TSE_em_19_8_2021.pdf,1865468,20b7b0eaa099bf621aec9494d53144162e5684b1e19e6d4d62921e2221b7cd95
PP,3,"Estatuto do Partido de 25.4.2019, aprovado parcialmente em 26.9.2019",https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-partido-pp-de-25-4-2019-aprovado-em-26-9-2019,https://www.tse.jus.br/partidos/partidos-politicos/arquivos/tse-estatuto-partido-pp-de-25-4-2019-aprovado-em-26-9-2019/@@display-file/file/TSE-estatuto-Partido-PP-de-25-4-2019-aprovado-em-26-9-2019.pdf,Estatutos/12_PP/003_Estatuto_do_Partido_de_25_4_2019_aprovado_parcialmente_em_26_9_2019.pdf,2489623,00ea19065c3f1e705fe1265c662dc8139adbaecc8f5416545ebaa1e6e4c0eefe
PP,4,"Estatuto do Partido de 6.4.2017, aprovado em 6.3.2018",https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-partido-de-6-4-2017-aprovado-em-6-3-2018-1554143050207,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-partido-de-6-4-2017-aprovado-em-6-3-2018-1554143050207/@@download/file/TSE-estatuto-Partido-de-6-4-2017-aprovado-em-6-3-2018.pdf,Estatutos/12_PP/004_Estatuto_do_Partido_de_6_4_2017_aprovado_em_6_3_2018.pdf,28919513,4bf1e99ce5558577818291c3847ae6f30c8760ccdbbaad2ee5902e3cb0a4bf9b
PP,5,"Estatuto do Partido de 14.4.2015, aprovado em 1º.10.2015",https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-partido-de-14-4-2015-aprovado-em-1o-10-2015,https://www.justicaeleitoral.jus.br/arquivos/tse-estatuto-partido-de-14-4-2015-aprovado-em-1o-10-2015/@@download/file/TSE-estatuto-Partido-de-14-4-2015-aprovado-em-1%C2%BA-10-2015.pdf,Estatutos/12_PP/005_Estatuto_do_Partido_de_14_4_2015_aprovado_em_1o_10_2015.pdf,4304667,0997d60d8bd9ffaa8097e04ab5781df284ec61637c0b76ec3211890306c9e86c
PP,6,Estatuto do Partido de 2.4.2009 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-2-4.2009,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-2-4.2009/@@download/file/TSE-10-estatuto-partido-2-4-2009-aprovado-1-10-2009.pdf,Estatutos/12_PP/006_Estatuto_do_Partido_de_2_4_2009_PDF.pdf,2491253,5feee3d04164c304a9b31b79f98f611b7322135f76da1f07ccf1d2c04bcd9ef4
PP,7,Estatuto do Partido de 7.4.2005 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-7-4.2005,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-7-4.2005/@@download/file/TSE-9-estatuto-partido-de-7-4-2005-aprovado-2-8-2005.pdf,Estatutos/12_PP/007_Estatuto_do_Partido_de_7_4_2005_PDF.pdf,2338216,fa044f5b567c456a6dd61e158b62c26f8561f744bd40e7b1b7134d5bf48a6bdb
PP,8,Estatuto do Partido de 4.4.2003 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-4-4.2003,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-4-4.2003/@@download/file/TSE-8-estatuto-partido-4-4-2003-aprovado-29-5-2003.pdf,Estatutos/12_PP/008_Estatuto_do_Partido_de_4_4_2003_PDF.pdf,1174581,93ac619a4d9e6dd4933b2e6d59275f43d3a7faeb0dbe787d122cb1a276163646
PP,9,Estatuto do Partido de 3.4.2001 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-3-4.2001,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-3-4.2001/@@download/file/TSE-7-estatuto-partido-3-4-2001-aprovado-12-6-2001.pdf,Estatutos/12_PP/009_Estatuto_do_Partido_de_3_4_2001_PDF.pdf,770681,59d8d71c434437919c58eb193221afd1e794a6bf14980eaf77263e49c9bddc37
PP,10,Estatuto do Partido de 11.11.1999 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-11-11.1999,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-11-11.1999/@@download/file/TSE-6-estatuto-partido-11-11-1999-aprovado-23-3-2000.pdf,Estatutos/12_PP/010_Estatuto_do_Partido_de_11_11_1999_PDF.pdf,90990,2316054410c9b7ca654bd5577c18568d91f8579c45f3c577a5783c91dbedd8a5
PP,11,Estatuto do Partido de 9.12.1998 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-9-12.1998,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-9-12.1998/@@download/file/TSE-5-estatuto-partido-9-12-1998-aprovado-4-5-1999.pdf,Estatutos/12_PP/011_Estatuto_do_Partido_de_9_12_1998_PDF.pdf,61766,e2190fea3efc7f27b44ebb97c2401f03d81292a8a39feac5dff6fc76ae0406f6
PP,12,Estatuto do Partido de 11.11.1997 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-11-11.1997,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-11-11.1997/@@download/file/TSE-4-estatuto-partido-11-11-1997-aprovado-18-2-1998.pdf,Estatutos/12_PP/012_Estatuto_do_Partido_de_11_11_1997_PDF.pdf,2931283,663273c8dbdb6efe1c113dd4a16cc218e9a59abe26c7d15cd45e3fd6758e5fea
PP,13,Estatuto do Partido de 15.8.1996 (formato PDF),https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-15-8.1996,https://www.justicaeleitoral.jus.br/arquivos/estatuto-do-partido-progressista-de-15-8.1996/@@download/file/TSE-3-estatuto-partido-15-8-1996-aprovado-21-8-1997.pdf,Estatutos/12_PP/013_Estatuto_do_Partido_de_15_8_1996_PDF.pdf,58788,e99e349e901e10d07e5615b8c0a1187bad15e733d9dc5b2af1ab1760a331a371
