ata_id,ano,data_sessao,tipo,num,titulo,be_n,be_data,arquivo,origem,pag_ini,pag_fim,pngs,ocr_txt,dificuldade,no_ensaio,status,confianca,transcricao,parecer,fidelidade
1933-05-27-o0-99508-p5,1933,1933-05-27,ordinaria,84,"REGIÃO — CEARÁ — ATA GERAL DA APURAÇÃO FINAL DAS ELEIÇÕES REALIZADAS NESTA REGIÃO A TRÊS DE MAIO CORRENTE, PARA A REPRESENTAÇÃO DESTE ESTADO À ASSEMBLEIA NACIONAL CONSTITUINTE, PROCEDIDA NA OCTOGÉSIMA QUARTA SESSÃO ORDINÁRIA DO TRIBUNAL REGIONAL ELEITORAL DO CEARÁ, NO DIA 27 DE MAIO DE 1933",,1933-08-12,1933-08-12 - BE [99508] (2).pdf,BEs 1933\AGOSTO\12\99508\00000008 (igual).pdf,5,7,_paginas\99508\p005.png;_paginas\99508\p006.png;_paginas\99508\p007.png,_ocr\1933-05-27-o0-99508-p5.txt,facil,0,regional,media,1933\1933-05-27-o0-99508-p5.md,,
1933-05-30-x100-99869-p7,1933,1933-05-30,,100,"100ª SESSÃO, EM 30 DE MAIO DE 1933",145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf,7,9,_paginas\99869\p007.png;_paginas\99869\p008.png;_paginas\99869\p009.png,_ocr\1933-05-30-x100-99869-p7.txt,facil,0,regional,alta,1933\1933-05-30-x100-99869-p7.md,,
1933-06-02-o0-99278-p2,1933,1933-06-02,ordinaria,43,"43ª SESSÃO ORDINÁRIA, EM 2 DE JUNHO DE 1933",,1933-06-10,1933-06-10 - BE [99278].pdf,BEs 1933\JUNHO\10\99278\00000034.pdf,2,4,_paginas\99278\p002.png;_paginas\99278\p003.png;_paginas\99278\p004.png,_ocr\1933-06-02-o0-99278-p2.txt,facil,0,duplicada,alta,1933\1933-06-02-o0-99278-p2.md,,
1933-06-02-o43-99278-p2,1933,1933-06-02,ordinaria,43,"ATA DA 43ª SESSÃO ORDINÁRIA, EM 2 DE JUNHO DE 1933",,1933-06-10,1933-06-10 - BE [99278].pdf,BEs 1933\JUNHO\10\99278\00000034.pdf,2,4,_paginas\99278\p002.png;_paginas\99278\p003.png;_paginas\99278\p004.png,_ocr\1933-06-02-o43-99278-p2.txt,facil,1,transcrita,alta,1933\1933-06-02-o43-99278-p2.md,,
1933-06-02-o43-99278-p2,1933,1933-06-02,ordinaria,43,"ATA DA 43ª SESSÃO ORDINÁRIA, EM 2 DE JUNHO DE 1933",103,1933-06-10,1933-06-10 - BE n103 [99278].pdf,BEs 1933\JUNHO\10\99278\00000002.pdf,2,4,_paginas\99278\p002.png;_paginas\99278\p003.png;_paginas\99278\p004.png,_ocr\1933-06-02-o43-99278-p2.txt,facil,1,transcrita,alta,1933\1933-06-02-o43-99278-p2.md,,
1933-06-02-x101-99869-p7,1933,1933-06-02,,101,"101ª SESSÃO, EM 2 DE JUNHO DE 1933",145,1933-11-01,1933-11-01 - BE n145 [99869].pdf,BEs 1933\NOVEMBRO\01\99869\00000026.pdf,7,9,_paginas\99869\p007.png;_paginas\99869\p008.png;_paginas\99869\p009.png,_ocr\1933-06-02-x101-99869-p7.txt,facil,0,regional,alta,1933\1933-06-02-x101-99869-p7.md,,
1933-06-05-e0-99361-p6,1933,1933-06-05,extraordinaria,,"ATA DA SESSÃO EXTRAORDINÁRIA, EM 5 DE JUNHO DE 1933",114,1933-07-17,1933-07-17 - BE n114 [99361].pdf,BEs 1933\JULHO\17\99361\00000015.pdf,6,8,_paginas\99361\p006.png;_paginas\99361\p007.png;_paginas\99361\p008.png,_ocr\1933-06-05-e0-99361-p6.txt,facil,0,regional,alta,1933\1933-06-05-e0-99361-p6.md,,
1933-06-06-o44-99279-p2,1933,1933-06-06,ordinaria,44,"ATA DA 44ª SESSÃO ORDINÁRIA, EM 6 DE JUNHO DE 1933",104,1933-06-14,1933-06-14 - BE n104 [99279] (2).pdf,BEs 1933\JUNHO\14\99279\00000035.pdf,2,4,_paginas\99279\p002.png;_paginas\99279\p003.png;_paginas\99279\p004.png,_ocr\1933-06-06-o44-99279-p2.txt,facil,1,transcrita,alta,1933\1933-06-06-o44-99279-p2.md,,
1933-06-06-o44-99279-p2,1933,1933-06-06,ordinaria,44,"ATA DA 44ª SESSÃO ORDINÁRIA, EM 6 DE JUNHO DE 1933",104,1933-06-14,1933-06-14 - BE n104 [99279].pdf,BEs 1933\JUNHO\14\99279\00000003.pdf,2,4,_paginas\99279\p002.png;_paginas\99279\p003.png;_paginas\99279\p004.png,_ocr\1933-06-06-o44-99279-p2.txt,facil,1,transcrita,alta,1933\1933-06-06-o44-99279-p2.md,,
1933-06-06-o0-99286-p3,1933,1933-06-16,ordinaria,47,"ATA DA 47ª SESSÃO ORDINÁRIA, EM 16 DE JUNHO DE 1933",109,1933-07-01,1933-07-01 - BE n109 [99286].pdf,BEs 1933\JULHO\01\99286\00000006.pdf,3,5,_paginas\99286\p003.png;_paginas\99286\p004.png;_paginas\99286\p005.png,_ocr\1933-06-06-o0-99286-p3.txt,facil,0,transcrita,alta,1933\1933-06-06-o0-99286-p3.md,,
1933-06-09-o45-99280-p2,1933,1933-06-09,ordinaria,45,"ATA DA 45ª SESSÃO ORDINÁRIA, EM 9 DE JUNHO DE 1933",105,1933-06-17,1933-06-17 - BE n105 [99280] (2).pdf,BEs 1933\JUNHO\17\99280\00000036.pdf,2,4,_paginas\99280\p002.png;_paginas\99280\p003.png;_paginas\99280\p004.png,_ocr\1933-06-09-o45-99280-p2.txt,facil,1,transcrita,alta,1933\1933-06-09-o45-99280-p2.md,,
1933-06-09-o45-99280-p2,1933,1933-06-09,ordinaria,45,"ATA DA 45ª SESSÃO ORDINÁRIA, EM 9 DE JUNHO DE 1933",105,1933-06-17,1933-06-17 - BE n105 [99280].pdf,BEs 1933\JUNHO\17\99280\00000004.pdf,2,4,_paginas\99280\p002.png;_paginas\99280\p003.png;_paginas\99280\p004.png,_ocr\1933-06-09-o45-99280-p2.txt,facil,1,transcrita,alta,1933\1933-06-09-o45-99280-p2.md,,
1933-06-13-o45-99281-p2,1933,1933-06-13,ordinaria,46,"ATA DA 46ª SESSÃO ORDINÁRIA, EM 13 DE JUNHO DE 1933",106,1933-06-21,1933-06-21 - BE n106 [99281].pdf,BEs 1933\JUNHO\21\99281\00000037.pdf,2,4,_paginas\99281\p002.png;_paginas\99281\p003.png;_paginas\99281\p004.png,_ocr\1933-06-13-o45-99281-p2.txt,facil,0,transcrita,alta,1933\1933-06-13-o45-99281-p2.md,,
1933-06-17-o0-99518-p25,1933,1933-06-17,ordinaria,48,ATA GERAL DA APURAÇÃO DAS ELEIÇÕES PARA A ASSEMBLEIA NACIONAL CONSTITUINTE — 48ª SESSÃO ORDINÁRIA REALIZADA A 17 DE JUNHO DE 1933,124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf,25,27,_paginas\99518\p025.png;_paginas\99518\p026.png;_paginas\99518\p027.png,_ocr\1933-06-17-o0-99518-p25.txt,facil,0,regional,alta,1933\1933-06-17-o0-99518-p25.md,,
1933-06-17-o0-99518-p25,1933,1933-06-17,ordinaria,48,ATA GERAL DA APURAÇÃO DAS ELEIÇÕES PARA A ASSEMBLEIA NACIONAL CONSTITUINTE — 48ª SESSÃO ORDINÁRIA REALIZADA A 17 DE JUNHO DE 1933,124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf,25,27,_paginas\99518\p025.png;_paginas\99518\p026.png;_paginas\99518\p027.png,_ocr\1933-06-17-o0-99518-p25.txt,facil,0,regional,alta,1933\1933-06-17-o0-99518-p25.md,,
1933-06-20-o0-99287-p3,1933,1933-06-20,ordinaria,48,"ATA DA 48ª SESSÃO ORDINÁRIA, EM 20 DE JUNHO DE 1933",110,1933-07-05,1933-07-05 - BE n110 [99287].pdf,BEs 1933\JULHO\05\99287\00000007.pdf,3,5,_paginas\99287\p003.png;_paginas\99287\p004.png;_paginas\99287\p005.png,_ocr\1933-06-20-o0-99287-p3.txt,facil,0,transcrita,alta,1933\1933-06-20-o0-99287-p3.md,,
1933-06-20-o48-99287-p3,1933,1933-06-20,ordinaria,48,"ATA DA 48ª SESSÃO ORDINÁRIA, EM 20 DE JUNHO DE 1933",110,1933-07-05,1933-07-05 - BE n110 [99287].pdf,BEs 1933\JULHO\05\99287\00000007.pdf,3,5,_paginas\99287\p003.png;_paginas\99287\p004.png;_paginas\99287\p005.png,_ocr\1933-06-20-o48-99287-p3.txt,facil,1,duplicada,alta,1933\1933-06-20-o48-99287-p3.md,reconciliada->1933-06-20-o0-99287-p3,
1933-06-27-o0-99357-p2,1933,1933-06-27,ordinaria,50,"ATA DA 50ª SESSÃO ORDINÁRIA, EM 27 DE JUNHO DE 1933",112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf,2,4,_paginas\99357\p002.png;_paginas\99357\p003.png;_paginas\99357\p004.png,_ocr\1933-06-27-o0-99357-p2.txt,facil,0,duplicada,alta,1933\1933-06-27-o0-99357-p2.md,,
1933-06-27-o50-99357-p2,1933,1933-06-27,ordinaria,50,"ATA DA 50ª SESSÃO ORDINÁRIA, EM 27 DE JUNHO DE 1933",112,1933-07-12,1933-07-12 - BE n112 [99357].pdf,BEs 1933\JULHO\12\99357\00000011.pdf,2,4,_paginas\99357\p002.png;_paginas\99357\p003.png;_paginas\99357\p004.png,_ocr\1933-06-27-o50-99357-p2.txt,facil,1,transcrita,alta,1933\1933-06-27-o50-99357-p2.md,,
1933-06-30-o0-99362-p3,1933,1933-06-30,ordinaria,51,"ATA DA 51ª SESSÃO ORDINÁRIA, EM 30 DE JUNHO DE 1933",115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf,3,5,_paginas\99362\p003.png;_paginas\99362\p004.png;_paginas\99362\p005.png,_ocr\1933-06-30-o0-99362-p3.txt,facil,0,duplicada,alta,1933\1933-06-30-o0-99362-p3.md,,
1933-06-30-o51-99362-p3,1933,1933-06-30,ordinaria,51,"ATA DA 51ª SESSÃO ORDINÁRIA, EM 30 DE JUNHO DE 1933",115,1933-07-19,1933-07-19 - BE n115 [99362].pdf,BEs 1933\JULHO\19\99362\00000016.pdf,3,5,_paginas\99362\p003.png;_paginas\99362\p004.png;_paginas\99362\p005.png,_ocr\1933-06-30-o51-99362-p3.txt,facil,1,transcrita,alta,1933\1933-06-30-o51-99362-p3.md,,
1933-07-04-o0-99363-p2,1933,1933-07-04,ordinaria,52,"ATA DA 52ª SESSÃO ORDINÁRIA, EM 4 DE JULHO DE 1933",116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf,2,3,_paginas\99363\p002.png;_paginas\99363\p003.png,_ocr\1933-07-04-o0-99363-p2.txt,facil,0,transcrita,alta,1933\1933-07-04-o0-99363-p2.md,,
1933-07-07-o0-99363-p2,1933,1933-07-07,ordinaria,53,"ATA DA 53ª SESSÃO ORDINÁRIA, EM 7 DE JULHO DE 1933",116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf,2,3,_paginas\99363\p002.png;_paginas\99363\p003.png,_ocr\1933-07-07-o0-99363-p2.txt,facil,0,transcrita,alta,1933\1933-07-07-o0-99363-p2.md,,
1933-07-11-o54-99363-p3,1933,1933-07-11,ordinaria,54,"ATA DA 54ª SESSÃO ORDINÁRIA, EM 11 DE JULHO DE 1933",116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf,3,5,_paginas\99363\p003.png;_paginas\99363\p004.png;_paginas\99363\p005.png,_ocr\1933-07-11-o54-99363-p3.txt,facil,1,transcrita,alta,1933\1933-07-11-o54-99363-p3.md,,
1933-07-14-o0-99363-p3,1933,1933-07-14,ordinaria,55,"ATA DA 55ª SESSÃO ORDINÁRIA, EM 14 DE JULHO DE 1933",116,1933-07-22,1933-07-22 - BE n116 [99363].pdf,BEs 1933\JULHO\22\99363\00000017.pdf,3,5,_paginas\99363\p003.png;_paginas\99363\p004.png;_paginas\99363\p005.png,_ocr\1933-07-14-o0-99363-p3.txt,facil,0,transcrita,alta,1933\1933-07-14-o0-99363-p3.md,,
1933-07-18-o0-99482-p2,1933,1933-07-18,ordinaria,56,"ATA DA 56ª SESSÃO ORDINÁRIA, EM 18 DE JULHO DE 1933",117,1933-07-26,1933-07-26 - BE n117 [99482].pdf,BEs 1933\JULHO\26\99482\00000001.pdf,2,4,_paginas\99482\p002.png;_paginas\99482\p003.png;_paginas\99482\p004.png,_ocr\1933-07-18-o0-99482-p2.txt,facil,0,duplicada,alta,1933\1933-07-18-o0-99482-p2.md,,
1933-07-18-o56-99482-p2,1933,1933-07-18,ordinaria,56,"ATA DA 56ª SESSÃO ORDINÁRIA, EM 18 DE JULHO DE 1933",117,1933-07-26,1933-07-26 - BE n117 [99482].pdf,BEs 1933\JULHO\26\99482\00000001.pdf,2,4,_paginas\99482\p002.png;_paginas\99482\p003.png;_paginas\99482\p004.png,_ocr\1933-07-18-o56-99482-p2.txt,facil,1,transcrita,alta,1933\1933-07-18-o56-99482-p2.md,,
1933-07-21-o0-99484-p3,1933,1933-07-21,ordinaria,57,"ATA DA 57ª SESSÃO ORDINÁRIA, EM 21 DE JULHO DE 1933",118,1933-07-29,1933-07-29 - BE n118 [99484].pdf,BEs 1933\JULHO\29\99484\00000003.pdf,3,5,_paginas\99484\p003.png;_paginas\99484\p004.png;_paginas\99484\p005.png,_ocr\1933-07-21-o0-99484-p3.txt,facil,0,transcrita,alta,1933\1933-07-21-o0-99484-p3.md,,
1933-07-21-o57-99484-p3,1933,1933-07-21,ordinaria,57,"ATA DA 57ª SESSÃO ORDINÁRIA, EM 21 DE JULHO DE 1933",118,1933-07-29,1933-07-29 - BE n118 [99484].pdf,BEs 1933\JULHO\29\99484\00000003.pdf,3,5,_paginas\99484\p003.png;_paginas\99484\p004.png;_paginas\99484\p005.png,_ocr\1933-07-21-o57-99484-p3.txt,facil,1,duplicada,alta,1933\1933-07-21-o57-99484-p3.md,reconciliada->1933-07-21-o0-99484-p3,
1933-07-25-o0-99495-p2,1933,1933-07-25,ordinaria,58,"ATA DA 58ª SESSÃO ORDINÁRIA, EM 25 DE JULHO DE 1933",119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf,2,4,_paginas\99495\p002.png;_paginas\99495\p003.png;_paginas\99495\p004.png,_ocr\1933-07-25-o0-99495-p2.txt,facil,0,duplicada,alta,1933\1933-07-25-o0-99495-p2.md,,
1933-07-25-o58-99495-p2,1933,1933-07-25,ordinaria,58,"ATA DA 58ª SESSÃO ORDINÁRIA, EM 25 DE JULHO DE 1933",,1933-08-02,1933-08-02 - BE [99495].pdf,BEs 1933\AGOSTO\02\99495\00000001.pdf,2,4,_paginas\99495\p002.png;_paginas\99495\p003.png;_paginas\99495\p004.png,_ocr\1933-07-25-o58-99495-p2.txt,facil,1,transcrita,alta,1933\1933-07-25-o58-99495-p2.md,,
1933-07-25-o58-99495-p2,1933,1933-07-25,ordinaria,58,"ATA DA 58ª SESSÃO ORDINÁRIA, EM 25 DE JULHO DE 1933",119,1933-08-02,1933-08-02 - BE n119 [99495].pdf,BEs 1933\AGOSTO\02\99495\00000005 (igual).pdf,2,4,_paginas\99495\p002.png;_paginas\99495\p003.png;_paginas\99495\p004.png,_ocr\1933-07-25-o58-99495-p2.txt,facil,1,transcrita,alta,1933\1933-07-25-o58-99495-p2.md,,
1933-07-28-o59-99501-p3,1933,1933-07-28,ordinaria,59,"ATA DA 59ª SESSÃO ORDINÁRIA, EM 28 DE JULHO DE 1933",120,1933-08-05,1933-08-05 - BE n120 [99501] (2).pdf,BEs 1933\AGOSTO\05\99501\00000006 (igual).pdf,3,5,_paginas\99501\p003.png;_paginas\99501\p004.png;_paginas\99501\p005.png,_ocr\1933-07-28-o59-99501-p3.txt,facil,1,transcrita,alta,1933\1933-07-28-o59-99501-p3.md,,
1933-07-28-o59-99501-p3,1933,1933-07-28,ordinaria,59,"ATA DA 59ª SESSÃO ORDINÁRIA, EM 28 DE JULHO DE 1933",120,1933-08-05,1933-08-05 - BE n120 [99501].pdf,BEs 1933\AGOSTO\05\99501\00000002.pdf,3,5,_paginas\99501\p003.png;_paginas\99501\p004.png;_paginas\99501\p005.png,_ocr\1933-07-28-o59-99501-p3.txt,facil,1,transcrita,alta,1933\1933-07-28-o59-99501-p3.md,,
1933-08-01-o60-99507-p2,1933,1933-08-01,ordinaria,60,"ATA DA 60ª SESSÃO ORDINÁRIA, EM 1 DE AGOSTO DE 1933",121,1933-08-09,1933-08-09 - BE n121 [99507].pdf,BEs 1933\AGOSTO\09\99507\00000003.pdf,2,4,_paginas\99507\p002.png;_paginas\99507\p003.png;_paginas\99507\p004.png,_ocr\1933-08-01-o60-99507-p2.txt,facil,1,duplicada,alta,1933\1933-08-01-o60-99507-p2.md,reconciliada->1933-08-11-o0-99507-p2,
1933-08-04-x61-99512-p2,1933,1933-08-04,ordinaria,61,"ATA DA 61ª SESSÃO ORDINÁRIA, EM 4 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf,2,3,_paginas\99512\p002.png;_paginas\99512\p003.png,_ocr\1933-08-04-x61-99512-p2.txt,facil,0,duplicada,alta,1933\1933-08-04-x61-99512-p2.md,reconciliada->1933-08-18-o0-99512-p2,
1933-08-04-o0-99512-p2,1933,1933-08-04,ordinaria,61,"ATA DA 61ª SESSÃO ORDINÁRIA, EM 4 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf,2,3,_paginas\99512\p002.png;_paginas\99512\p003.png,_ocr\1933-08-04-o0-99512-p2.txt,facil,0,duplicada,alta,1933\1933-08-04-o0-99512-p2.md,,
1933-08-05-e4-99508-p2,1933,1933-08-05,extraordinaria,4,"ATA DA 4ª SESSÃO EXTRAORDINÁRIA, EM 5 DE AGOSTO DE 1933",,1933-08-12,1933-08-12 - BE [99508] (2).pdf,BEs 1933\AGOSTO\12\99508\00000008 (igual).pdf,2,4,_paginas\99508\p002.png;_paginas\99508\p003.png;_paginas\99508\p004.png,_ocr\1933-08-05-e4-99508-p2.txt,facil,1,duplicada,alta,1933\1933-08-05-e4-99508-p2.md,reconciliada->1933-08-15-o0-99508-p2,
1933-08-05-e4-99508-p2,1933,1933-08-05,extraordinaria,4,"ATA DA 4ª SESSÃO EXTRAORDINÁRIA, EM 5 DE AGOSTO DE 1933",,1933-08-12,1933-08-12 - BE [99508].pdf,BEs 1933\AGOSTO\12\99508\00000004.pdf,2,4,_paginas\99508\p002.png;_paginas\99508\p003.png;_paginas\99508\p004.png,_ocr\1933-08-05-e4-99508-p2.txt,facil,1,transcrita,alta,1933\1933-08-05-e4-99508-p2.md,,
1933-08-08-o0-99512-p3,1933,1933-08-08,ordinaria,62,"ATA DA 62ª SESSÃO ORDINÁRIA, EM 8 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf,3,5,_paginas\99512\p003.png;_paginas\99512\p004.png;_paginas\99512\p005.png,_ocr\1933-08-08-o0-99512-p3.txt,facil,0,transcrita,alta,1933\1933-08-08-o0-99512-p3.md,,
1933-08-08-o62-99512-p3,1933,1933-08-08,ordinaria,62,"ATA DA 62ª SESSÃO ORDINÁRIA, EM 8 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf,3,5,_paginas\99512\p003.png;_paginas\99512\p004.png;_paginas\99512\p005.png,_ocr\1933-08-08-o62-99512-p3.txt,facil,1,revisada,alta,1933\1933-08-08-o62-99512-p3.md,1933\1933-08-08-o62-99512-p3.parecer.json,9.4
1933-08-11-x0-99507-p2,1933,1933-08-01,ordinaria,60,"ATA DA 60ª SESSÃO ORDINÁRIA, EM 1 DE AGOSTO DE 1933",121,1933-08-09,1933-08-09 - BE n121 [99507] (2).pdf,BEs 1933\AGOSTO\09\99507\00000007 (igual).pdf,2,4,_paginas\99507\p002.png;_paginas\99507\p003.png;_paginas\99507\p004.png,_ocr\1933-08-11-x0-99507-p2.txt,facil,0,duplicada,alta,1933\1933-08-11-x0-99507-p2.md,,
1933-08-11-o0-99507-p2,1933,1933-08-01,ordinaria,60,"ATA DA 60ª SESSÃO ORDINÁRIA, EM 1 DE AGOSTO DE 1933",121,1933-08-09,1933-08-09 - BE n121 [99507].pdf,BEs 1933\AGOSTO\09\99507\00000003.pdf,2,4,_paginas\99507\p002.png;_paginas\99507\p003.png;_paginas\99507\p004.png,_ocr\1933-08-11-o0-99507-p2.txt,facil,0,revisada,alta,1933\1933-08-11-o0-99507-p2.md,1933\1933-08-11-o0-99507-p2.parecer.json,9.5
1933-08-11-o3-99512-p3,1933,1933-08-11,ordinaria,63,"ATA DA 63ª SESSÃO ORDINÁRIA, EM 11 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf,3,5,_paginas\99512\p003.png;_paginas\99512\p004.png;_paginas\99512\p005.png,_ocr\1933-08-11-o3-99512-p3.txt,facil,0,duplicada,alta,1933\1933-08-11-o3-99512-p3.md,,
1933-08-11-o63-99512-p3,1933,1933-08-11,ordinaria,63,"ATA DA 63ª SESSÃO ORDINÁRIA, EM 11 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf,3,5,_paginas\99512\p003.png;_paginas\99512\p004.png;_paginas\99512\p005.png,_ocr\1933-08-11-o63-99512-p3.txt,facil,1,transcrita,alta,1933\1933-08-11-o63-99512-p3.md,,
1933-08-15-o0-99508-p2,1933,1933-08-05,extraordinaria,4,"ATA DA 4ª SESSÃO EXTRAORDINÁRIA, EM 5 DE AGOSTO DE 1933",,1933-08-12,1933-08-12 - BE [99508] (2).pdf,BEs 1933\AGOSTO\12\99508\00000008 (igual).pdf,2,4,_paginas\99508\p002.png;_paginas\99508\p003.png;_paginas\99508\p004.png,_ocr\1933-08-15-o0-99508-p2.txt,facil,0,transcrita,alta,1933\1933-08-15-o0-99508-p2.md,,
1933-08-15-o0-99518-p2,1933,1933-08-15,ordinaria,64,"ATA DA 64ª SESSÃO ORDINÁRIA, EM 15 DE AGOSTO DE 1933",124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf,2,4,_paginas\99518\p002.png;_paginas\99518\p003.png;_paginas\99518\p004.png,_ocr\1933-08-15-o0-99518-p2.txt,facil,0,duplicada,alta,1933\1933-08-15-o0-99518-p2.md,,
1933-08-15-o64-99518-p2,1933,1933-08-15,ordinaria,64,"ATA DA 64ª SESSÃO ORDINÁRIA, EM 15 DE AGOSTO DE 1933",124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf,2,4,_paginas\99518\p002.png;_paginas\99518\p003.png;_paginas\99518\p004.png,_ocr\1933-08-15-o64-99518-p2.txt,facil,1,revisada,alta,1933\1933-08-15-o64-99518-p2.md,1933\1933-08-15-o64-99518-p2.parecer.json,10
1933-08-18-o0-99512-p2,1933,1933-08-04,ordinaria,61,"ATA DA 61ª SESSÃO ORDINÁRIA, EM 4 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512] (2).pdf,BEs 1933\AGOSTO\16\99512\00000009 (igual).pdf,2,3,_paginas\99512\p002.png;_paginas\99512\p003.png,_ocr\1933-08-18-o0-99512-p2.txt,facil,0,transcrita,alta,1933\1933-08-18-o0-99512-p2.md,,
1933-08-18-o0-99512-p2,1933,1933-08-04,ordinaria,61,"ATA DA 61ª SESSÃO ORDINÁRIA, EM 4 DE AGOSTO DE 1933",123,1933-08-16,1933-08-16 - BE n123 [99512].pdf,BEs 1933\AGOSTO\16\99512\00000005.pdf,2,3,_paginas\99512\p002.png;_paginas\99512\p003.png,_ocr\1933-08-18-o0-99512-p2.txt,facil,0,transcrita,alta,1933\1933-08-18-o0-99512-p2.md,,
1933-08-18-o65-99518-p2,1933,1933-08-18,ordinaria,65,"ATA DA 65ª SESSÃO ORDINÁRIA, EM 18 DE AGOSTO DE 1933",124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf,2,4,_paginas\99518\p002.png;_paginas\99518\p003.png;_paginas\99518\p004.png,_ocr\1933-08-18-o65-99518-p2.txt,facil,1,revisada,alta,1933\1933-08-18-o65-99518-p2.md,1933\1933-08-18-o65-99518-p2.parecer.json,9.8
1933-08-18-o65-99518-p2,1933,1933-08-18,ordinaria,65,"ATA DA 65ª SESSÃO ORDINÁRIA, EM 18 DE AGOSTO DE 1933",124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf,2,4,_paginas\99518\p002.png;_paginas\99518\p003.png;_paginas\99518\p004.png,_ocr\1933-08-18-o65-99518-p2.txt,facil,1,revisada,alta,1933\1933-08-18-o65-99518-p2.md,1933\1933-08-18-o65-99518-p2.parecer.json,9.8
1933-08-19-e5-99526-p3,1933,1933-08-19,extraordinaria,5,"ATA DA 5ª SESSÃO EXTRAORDINÁRIA, EM 19 DE AGOSTO DE 1933",125,1933-08-23,1933-08-23 - BE n125 [99526] (2).pdf,BEs 1933\AGOSTO\23\99526\00000011 (igual).pdf,3,5,_paginas\99526\p003.png;_paginas\99526\p004.png;_paginas\99526\p005.png,_ocr\1933-08-19-e5-99526-p3.txt,facil,1,transcrita,alta,1933\1933-08-19-e5-99526-p3.md,,
1933-08-19-e5-99526-p3,1933,1933-08-19,extraordinaria,5,"ATA DA 5ª SESSÃO EXTRAORDINÁRIA, EM 19 DE AGOSTO DE 1933",125,1933-08-23,1933-08-23 - BE n125 [99526].pdf,BEs 1933\AGOSTO\23\99526\00000007.pdf,3,5,_paginas\99526\p003.png;_paginas\99526\p004.png;_paginas\99526\p005.png,_ocr\1933-08-19-e5-99526-p3.txt,facil,1,transcrita,alta,1933\1933-08-19-e5-99526-p3.md,,
1933-08-22-o0-99518-p2,1933,1933-08-22,ordinaria,,"ATA DA SESSÃO ORDINÁRIA, EM 22 DE AGOSTO DE 1933",124,1933-08-19,1933-08-19 - BE n124 [99518] (2).pdf,BEs 1933\AGOSTO\19\99518\00000010 (igual).pdf,2,4,_paginas\99518\p002.png;_paginas\99518\p003.png;_paginas\99518\p004.png,_ocr\1933-08-22-o0-99518-p2.txt,facil,0,problema,baixa,1933\1933-08-22-o0-99518-p2.md,,
1933-08-22-o0-99518-p2,1933,1933-08-22,ordinaria,,"ATA DA SESSÃO ORDINÁRIA, EM 22 DE AGOSTO DE 1933",124,1933-08-19,1933-08-19 - BE n124 [99518].pdf,BEs 1933\AGOSTO\19\99518\00000006.pdf,2,4,_paginas\99518\p002.png;_paginas\99518\p003.png;_paginas\99518\p004.png,_ocr\1933-08-22-o0-99518-p2.txt,facil,0,problema,baixa,1933\1933-08-22-o0-99518-p2.md,,
